Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T
24/08/2021,22,19,16,15,22,19,22,39,24,22,22,37
25/08/2021,27,19,23,20,30,19,27,44,31,30,25,45
26/08/2021,19,15,n/a,14,21,17,21,40,25,22,19,41
27/08/2021,26,16,17,21,27,18,25,37,31,30,22,49
28/08/2021,21,18,14,17,24,16,23,40,24,24,18,48
29/08/2021,18,10,12,14,18,14,18,32,17,17,13,37
30/08/2021,24,14,27,22,28,20,31,37,31,26,34,53
31/08/2021,23,23,29,27,29,26,33,40,33,25,35,58
01/09/2021,31,28,22,24,35,29,31,43,39,34,33,54
02/09/2021,26,23,20,17,30,21,26,45,31,27,25,52
03/09/2021,22,19,18,17,22,16,22,36,26,24,26,41
04/09/2021,23,18,21,17,24,18,25,38,31,26,24,43
05/09/2021,29,23,23,23,27,21,28,47,32,31,25,49
06/09/2021,30,28,30,24,27,20,31,45,37,33,40,56
07/09/2021,31,28,28,30,25,23,31,42,38,34,42,59
08/09/2021,24,22,19,17,23,18,25,37,27,25,31,47
09/09/2021,24,19,23,23,29,19,28,38,33,28,24,47
10/09/2021,21,15,17,18,27,19,22,37,31,25,19,44
11/09/2021,27,25,25,20,22,19,25,40,30,32,34,43
12/09/2021,26,26,21,19,22,17,26,37,28,29,36,n/a
13/09/2021,26,24,23,20,23,20,29,37,32,30,32,43
14/09/2021,28,28,25,24,27,22,30,40,35,32,39,47
15/09/2021,25,21,19,20,27,20,23,47,30,26,25,47
16/09/2021,21,14,17,16,23,17,22,36,24,22,16,40
17/09/2021,22,17,22,20,28,18,27,42,31,27,25,51
18/09/2021,30,25,32,31,36,26,36,39,39,32,37,56
19/09/2021,28,25,26,22,27,24,28,37,30,28,39,48
20/09/2021,31,30,24,23,25,20,26,41,36,36,33,51
21/09/2021,22,15,19,18,21,20,25,39,30,22,20,41
22/09/2021,22,12,15,14,20,14,19,33,26,21,14,37
23/09/2021,23,18,20,20,23,20,26,37,30,27,21,49
24/09/2021,26,24,22,17,19,16,25,35,27,28,36,49
25/09/2021,27,26,21,19,23,20,25,43,27,32,29,46
26/09/2021,23,14,15,15,21,14,21,30,22,23,15,43
27/09/2021,26,22,23,27,28,18,27,39,31,28,29,44
28/09/2021,35,34,29,30,31,26,36,46,41,38,50,61
29/09/2021,61,53,48,46,49,39,48,73,61,66,67,86
30/09/2021,36,29,36,37,40,32,39,54,46,40,44,67
01/10/2021,23,18,27,24,29,21,26,39,34,25,28,47
02/10/2021,26,18,23,19,26,20,26,40,28,26,28,48
03/10/2021,33,29,32,30,29,29,36,40,39,34,45,65
04/10/2021,38,28,27,28,29,24,33,46,43,41,53,66
05/10/2021,42,38,36,36,34,30,41,54,50,48,73,72
06/10/2021,27,25,21,19,n/a,18,27,44,33,30,38,54
07/10/2021,37,41,31,31,33,30,37,51,49,44,n/a,59
08/10/2021,56,50,46,48,49,43,47,78,58,65,n/a,82
09/10/2021,26,18,21,20,24,19,26,44,32,30,30,49
10/10/2021,27,13,21,20,22,20,24,42,28,27,n/a,43
11/10/2021,21,14,21,20,22,19,24,38,32,23,n/a,32
12/10/2021,22,16,19,17,20,17,24,39,30,25,21,41
13/10/2021,21,15,18,14,16,18,22,32,22,21,21,28
14/10/2021,27,18,19,20,22,19,23,40,32,31,25,39
15/10/2021,27,21,23,20,23,20,28,53,33,30,32,46
16/10/2021,30,24,25,27,31,23,30,56,36,32,28,48
17/10/2021,21,12,14,12,16,16,20,32,19,20,22,37
18/10/2021,23,18,20,17,20,19,27,35,29,28,41,48
19/10/2021,n/a,38,37,34,31,27,42,62,48,45,67,78
20/10/2021,46,45,44,35,37,30,47,83,55,49,69,84
21/10/2021,50,39,46,38,42,36,47,75,58,50,52,78
22/10/2021,37,33,32,31,34,27,37,64,43,40,39,61
23/10/2021,31,23,25,24,26,21,30,43,30,31,37,53
24/10/2021,33,21,23,24,24,23,28,45,29,31,39,43
25/10/2021,34,23,25,28,28,25,29,50,33,36,43,47
26/10/2021,39,32,33,35,36,31,39,80,42,42,55,60
27/10/2021,45,37,41,38,35,33,43,55,49,47,72,60
28/10/2021,46,41,43,46,40,35,47,56,50,46,67,64
29/10/2021,32,32,34,32,33,30,39,59,40,36,46,55
30/10/2021,45,41,45,40,37,34,n/a,64,47,45,66,76
31/10/2021,31,23,29,21,24,21,n/a,51,31,30,46,59
01/11/2021,35,29,27,25,28,25,n/a,57,41,36,57,65
02/11/2021,36,33,35,36,31,30,n/a,62,48,40,59,69
03/11/2021,36,31,29,32,32,26,n/a,66,43,38,58,67
04/11/2021,46,36,34,33,39,26,39,88,47,51,50,71
05/11/2021,44,37,35,35,43,27,38,81,45,48,52,66
06/11/2021,49,36,45,43,42,38,50,87,54,55,64,81
07/11/2021,44,31,28,35,34,27,36,76,46,46,42,74
08/11/2021,38,35,36,36,36,27,40,61,45,41,47,72
09/11/2021,32,27,31,31,37,24,36,50,37,35,27,53
10/11/2021,41,33,40,39,39,31,44,63,48,46,n/a,62
11/11/2021,49,38,45,50,48,38,51,70,61,55,70,80
12/11/2021,51,40,n/a,51,51,37,53,69,63,56,65,78
13/11/2021,45,34,n/a,48,45,35,48,60,52,46,62,66
14/11/2021,46,39,42,54,46,38,51,65,n/a,49,67,70
15/11/2021,51,39,49,49,50,35,51,82,n/a,51,52,71
16/11/2021,39,23,32,32,40,24,34,73,36,40,38,54
17/11/2021,30,19,26,26,34,21,30,51,33,29,35,45
18/11/2021,34,25,30,31,36,24,33,69,36,34,37,54
19/11/2021,52,28,33,34,38,28,36,87,42,58,37,66
20/11/2021,50,37,38,46,39,35,41,88,52,53,56,75
21/11/2021,42,39,44,40,40,33,44,83,48,46,67,68
22/11/2021,48,36,38,40,49,33,44,84,49,52,47,76
23/11/2021,32,28,28,30,39,20,33,55,34,32,38,58
24/11/2021,33,27,33,30,36,26,37,47,36,37,53,58
25/11/2021,46,42,46,43,45,37,51,68,58,53,80,87
26/11/2021,49,45,50,47,51,39,53,75,58,55,83,100
27/11/2021,47,38,45,45,48,36,48,62,52,50,68,70
28/11/2021,49,50,54,47,48,40,54,65,58,56,69,71
29/11/2021,47,45,48,44,48,36,49,62,56,51,72,63
30/11/2021,49,53,56,51,54,40,55,64,57,53,71,71
01/12/2021,55,58,58,57,68,45,59,76,61,61,64,75
02/12/2021,58,53,55,56,61,46,57,76,63,64,69,80
03/12/2021,58,53,58,67,63,47,60,78,64,64,71,85
04/12/2021,57,56,59,48,65,47,60,80,61,64,76,88
05/12/2021,62,64,68,63,60,50,67,85,64,65,89,82
06/12/2021,66,57,64,62,63,52,64,88,63,72,85,86
07/12/2021,76,69,62,66,71,60,63,106,74,84,93,106
08/12/2021,73,62,66,59,72,58,67,106,69,83,86,100
09/12/2021,59,55,60,54,59,45,64,77,63,63,83,96
10/12/2021,63,55,53,50,58,44,57,85,65,68,76,96
11/12/2021,62,51,51,40,62,44,53,94,59,69,71,93
12/12/2021,48,39,46,43,45,38,48,89,46,52,73,75
13/12/2021,48,45,44,36,54,33,48,71,47,47,52,65
14/12/2021,68,77,69,50,73,58,73,90,81,75,95,107
15/12/2021,72,83,77,51,72,55,75,99,81,76,90,123
16/12/2021,74,73,72,55,68,56,72,105,81,82,89,104
17/12/2021,59,56,61,44,60,46,63,94,66,65,83,108
18/12/2021,50,45,48,33,n/a,40,51,69,51,53,55,76
19/12/2021,43,42,45,28,49,35,48,70,47,49,53,65
20/12/2021,68,72,71,50,69,55,75,91,71,77,92,90
21/12/2021,87,95,88,57,86,73,99,119,87,97,113,111
22/12/2021,94,108,95,75,90,78,101,134,99,105,119,126
23/12/2021,94,90,86,55,94,71,89,143,97,105,96,122
24/12/2021,76,70,67,50,87,55,73,129,85,81,73,107
25/12/2021,38,34,37,20,48,30,42,69,46,42,38,62
26/12/2021,38,30,37,26,41,31,42,73,44,44,42,55
27/12/2021,55,42,46,33,56,39,51,87,63,65,62,82
28/12/2021,39,26,31,19,41,26,38,58,41,40,42,57
29/12/2021,35,30,32,23,39,27,41,46,40,38,48,54
30/12/2021,40,32,35,25,36,27,40,55,42,43,48,54
31/12/2021,40,35,37,29,37,28,45,56,42,42,50,55
