Date,02T,03T,05T,07T,10T,11T,12T,15T,59T,61T,48T,49T,50T,52T,53T,54T
14/10/2011,N/A,N/A,47,N/A,15,24,N/A,N/A,23,N/A,52,32,39,N/A,13,45
15/10/2011,N/A,N/A,72,N/A,22,35,N/A,N/A,30,N/A,64,48,58,N/A,17,63
16/10/2011,N/A,N/A,43,N/A,19,22,N/A,N/A,20,N/A,53,35,41,N/A,16,49
17/10/2011,N/A,N/A,48,N/A,16,25,N/A,N/A,17,N/A,55,37,48,N/A,17,51
18/10/2011,N/A,N/A,68,N/A,22,N/A,N/A,N/A,34,N/A,69,55,54,N/A,N/A,77
19/10/2011,N/A,N/A,N/A,N/A,32,N/A,N/A,N/A,51,N/A,N/A,76,78,N/A,N/A,67
20/10/2011,N/A,N/A,N/A,N/A,29,52,N/A,N/A,46,N/A,N/A,72,73,N/A,N/A,86
21/10/2011,N/A,N/A,39,N/A,23,42,N/A,N/A,36,N/A,76,69,66,N/A,N/A,N/A
22/10/2011,N/A,N/A,24,N/A,23,41,N/A,N/A,32,N/A,58,62,53,N/A,N/A,N/A
23/10/2011,N/A,N/A,53,N/A,28,50,N/A,N/A,51,N/A,89,69,69,N/A,N/A,N/A
24/10/2011,N/A,N/A,N/A,N/A,28,54,N/A,N/A,44,N/A,78,61,70,N/A,N/A,70
25/10/2011,N/A,N/A,74,N/A,24,37,N/A,N/A,29,N/A,61,54,62,N/A,N/A,65
26/10/2011,N/A,N/A,69,N/A,23,33,N/A,N/A,57,N/A,66,51,59,N/A,N/A,N/A
27/10/2011,N/A,N/A,71,N/A,24,36,N/A,N/A,39,N/A,58,50,N/A,N/A,N/A,N/A
28/10/2011,N/A,N/A,50,N/A,19,29,N/A,N/A,22,N/A,50,39,N/A,N/A,N/A,N/A
29/10/2011,N/A,N/A,41,N/A,21,22,N/A,N/A,18,N/A,45,41,N/A,N/A,N/A,N/A
30/10/2011,N/A,N/A,N/A,N/A,19,29,N/A,N/A,30,N/A,58,48,N/A,N/A,N/A,N/A
31/10/2011,N/A,N/A,N/A,N/A,23,37,N/A,N/A,35,N/A,65,57,50,N/A,N/A,59
01/11/2011,N/A,N/A,N/A,N/A,24,37,N/A,N/A,37,N/A,73,57,57,N/A,N/A,48
02/11/2011,N/A,N/A,N/A,N/A,21,36,N/A,N/A,29,N/A,58,59,45,N/A,N/A,45
03/11/2011,N/A,N/A,N/A,N/A,27,41,N/A,N/A,35,N/A,67,53,49,N/A,N/A,59
04/11/2011,N/A,N/A,N/A,N/A,33,55,N/A,N/A,48,N/A,85,68,66,N/A,N/A,70
05/11/2011,N/A,N/A,N/A,N/A,35,60,N/A,N/A,48,N/A,86,N/A,65,N/A,N/A,N/A
06/11/2011,N/A,N/A,N/A,N/A,27,50,N/A,N/A,39,N/A,72,N/A,56,N/A,N/A,55
07/11/2011,N/A,N/A,N/A,N/A,28,51,N/A,N/A,36,N/A,81,N/A,61,N/A,N/A,62
08/11/2011,N/A,N/A,N/A,N/A,25,40,N/A,N/A,32,N/A,72,N/A,52,N/A,N/A,59
09/11/2011,N/A,N/A,N/A,N/A,28,45,N/A,N/A,40,N/A,81,N/A,54,N/A,N/A,N/A
10/11/2011,N/A,N/A,N/A,N/A,23,42,N/A,N/A,34,N/A,67,N/A,44,N/A,N/A,69
11/11/2011,N/A,N/A,N/A,N/A,N/A,55,N/A,N/A,40,N/A,84,N/A,64,N/A,N/A,71
12/11/2011,N/A,N/A,N/A,N/A,N/A,41,N/A,N/A,34,N/A,58,N/A,46,N/A,N/A,51
13/11/2011,N/A,N/A,N/A,N/A,N/A,40,N/A,N/A,32,N/A,56,N/A,43,N/A,N/A,45
14/11/2011,N/A,N/A,N/A,N/A,N/A,39,N/A,N/A,34,N/A,72,N/A,53,N/A,N/A,58
15/11/2011,N/A,N/A,N/A,N/A,N/A,42,N/A,N/A,38,N/A,72,N/A,55,N/A,N/A,59
16/11/2011,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,44,N/A,84,N/A,60,N/A,N/A,66
17/11/2011,N/A,N/A,N/A,N/A,N/A,47,N/A,N/A,40,N/A,81,N/A,62,N/A,N/A,65
18/11/2011,N/A,N/A,N/A,N/A,N/A,56,N/A,N/A,49,N/A,91,N/A,75,N/A,N/A,78
19/11/2011,N/A,N/A,N/A,N/A,N/A,61,N/A,N/A,58,N/A,91,N/A,82,N/A,N/A,90
20/11/2011,N/A,N/A,N/A,N/A,N/A,54,N/A,N/A,50,N/A,69,N/A,54,N/A,N/A,54
21/11/2011,N/A,N/A,N/A,N/A,N/A,65,N/A,N/A,63,N/A,98,N/A,77,N/A,N/A,82
22/11/2011,N/A,N/A,N/A,N/A,22,41,N/A,N/A,34,N/A,62,N/A,50,N/A,N/A,46
23/11/2011,N/A,N/A,N/A,N/A,21,31,N/A,N/A,24,N/A,53,66,43,N/A,N/A,35
24/11/2011,N/A,N/A,N/A,N/A,22,38,N/A,N/A,34,N/A,63,70,48,N/A,N/A,44
25/11/2011,N/A,N/A,N/A,N/A,36,58,N/A,N/A,54,N/A,82,84,72,N/A,N/A,66
26/11/2011,N/A,N/A,N/A,N/A,30,51,N/A,N/A,50,N/A,78,N/A,67,N/A,31,58
27/11/2011,N/A,N/A,N/A,N/A,30,44,N/A,N/A,41,N/A,72,N/A,61,N/A,24,57
28/11/2011,N/A,N/A,N/A,N/A,32,46,N/A,N/A,43,N/A,84,N/A,72,N/A,28,73
29/11/2011,N/A,N/A,N/A,N/A,35,65,N/A,N/A,61,N/A,104,N/A,85,N/A,29,87
30/11/2011,N/A,N/A,N/A,N/A,36,54,N/A,N/A,N/A,N/A,82,N/A,72,N/A,28,74
01/12/2011,N/A,N/A,N/A,N/A,32,74,N/A,N/A,47,N/A,88,N/A,72,N/A,26,67
02/12/2011,N/A,N/A,N/A,N/A,25,66,N/A,N/A,N/A,N/A,77,N/A,56,N/A,26,53
03/12/2011,N/A,N/A,N/A,N/A,20,42,N/A,N/A,25,N/A,51,N/A,38,N/A,17,39
04/12/2011,N/A,N/A,N/A,N/A,28,62,N/A,N/A,39,N/A,63,N/A,49,N/A,24,49
05/12/2011,N/A,N/A,N/A,N/A,35,72,N/A,N/A,47,N/A,77,N/A,57,N/A,24,54
06/12/2011,N/A,N/A,N/A,N/A,40,87,N/A,N/A,57,N/A,92,N/A,76,N/A,32,70
07/12/2011,N/A,N/A,N/A,N/A,32,67,N/A,N/A,62,N/A,N/A,N/A,74,N/A,26,64
08/12/2011,N/A,N/A,N/A,N/A,26,58,N/A,N/A,43,N/A,53,N/A,59,N/A,20,69
09/12/2011,N/A,N/A,N/A,N/A,21,60,N/A,N/A,35,N/A,72,N/A,51,N/A,22,45
10/12/2011,N/A,N/A,N/A,N/A,23,57,N/A,N/A,35,N/A,65,N/A,51,N/A,20,42
11/12/2011,N/A,N/A,N/A,N/A,24,66,N/A,N/A,38,N/A,68,N/A,51,N/A,25,41
12/12/2011,N/A,N/A,N/A,N/A,42,82,N/A,N/A,67,N/A,102,N/A,80,N/A,35,73
13/12/2011,N/A,N/A,N/A,N/A,48,85,N/A,N/A,73,N/A,N/A,N/A,101,N/A,38,98
14/12/2011,N/A,N/A,N/A,N/A,57,95,N/A,N/A,86,N/A,N/A,N/A,117,N/A,43,120
15/12/2011,N/A,N/A,N/A,N/A,45,80,N/A,N/A,73,N/A,N/A,N/A,99,N/A,36,105
16/12/2011,N/A,N/A,N/A,N/A,46,71,N/A,N/A,60,N/A,N/A,N/A,86,N/A,34,84
17/12/2011,N/A,N/A,N/A,N/A,32,N/A,N/A,N/A,44,N/A,N/A,N/A,68,N/A,28,59
18/12/2011,N/A,N/A,N/A,N/A,34,N/A,N/A,N/A,54,N/A,N/A,N/A,74,N/A,31,71
19/12/2011,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,63,N/A,N/A,N/A,87,N/A,34,80
20/12/2011,N/A,N/A,N/A,N/A,47,75,N/A,N/A,65,N/A,N/A,N/A,101,N/A,40,91
21/12/2011,N/A,N/A,N/A,N/A,52,79,N/A,N/A,72,N/A,N/A,N/A,106,N/A,41,102
22/12/2011,N/A,N/A,N/A,N/A,48,81,N/A,N/A,68,N/A,N/A,N/A,104,N/A,38,106
23/12/2011,N/A,N/A,N/A,N/A,39,59,N/A,N/A,47,N/A,N/A,77,71,N/A,28,86
24/12/2011,N/A,N/A,N/A,N/A,33,59,N/A,N/A,43,N/A,N/A,67,69,N/A,27,74
25/12/2011,N/A,N/A,N/A,N/A,43,70,N/A,N/A,61,N/A,N/A,78,75,N/A,30,83
26/12/2011,N/A,N/A,N/A,N/A,51,87,N/A,N/A,82,N/A,N/A,99,93,N/A,40,107
27/12/2011,N/A,N/A,N/A,N/A,56,100,N/A,N/A,87,N/A,N/A,111,114,N/A,45,N/A
28/12/2011,N/A,N/A,N/A,N/A,50,96,N/A,N/A,79,N/A,N/A,105,103,N/A,41,N/A
29/12/2011,N/A,N/A,N/A,N/A,40,66,N/A,N/A,56,N/A,N/A,85,90,N/A,33,85
30/12/2011,N/A,N/A,N/A,N/A,38,64,N/A,N/A,N/A,N/A,N/A,74,71,33,31,71
31/12/2011,N/A,N/A,N/A,N/A,33,N/A,N/A,N/A,N/A,N/A,N/A,55,49,24,24,49
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
