Date,02T,03T,05T,07T,10T,11T,12T,15T,59T,61T,48T,49T,50T,52T,53T,54T
23/01/2013,94,59,71,117,56,87,109,33,89,68,142,263,110,34,41,106
24/01/2013,76,42,41,67,40,N/A,73,22,49,33,82,161,71,17,28,61
25/01/2013,57,31,31,44,25,45,53,17,34,23,68,126,53,13,22,47
26/01/2013,48,28,28,42,21,42,56,14,30,22,55,108,49,16,19,45
27/01/2013,27,23,29,45,24,36,N/A,14,33,22,54,112,47,15,20,41
28/01/2013,N/A,40,34,51,27,53,68,19,41,22,69,116,63,22,24,67
29/01/2013,73,61,62,76,35,70,98,31,64,37,93,167,88,25,33,89
30/01/2013,86,62,57,61,35,N/A,96,35,68,35,93,153,80,35,30,83
31/01/2013,67,37,38,57,29,49,63,21,45,N/A,79,143,66,20,24,71
01/02/2013,65,57,64,70,37,65,93,28,64,N/A,106,176,89,31,36,83
02/02/2013,86,71,78,87,48,82,117,35,86,N/A,120,217,105,38,41,111
03/02/2013,89,71,80,N/A,47,89,114,36,91,N/A,112,193,98,35,37,107
04/02/2013,110,97,N/A,N/A,60,110,142,43,146,N/A,141,253,134,43,47,136
05/02/2013,129,118,N/A,N/A,64,105,187,50,133,61,171,303,166,57,49,139
06/02/2013,35,28,29,N/A,23,42,54,17,38,22,73,127,63,13,24,45
07/02/2013,49,36,37,N/A,27,53,66,21,47,32,74,126,73,17,26,54
08/02/2013,47,35,34,N/A,25,47,61,18,41,22,74,124,72,16,25,43
09/02/2013,29,28,29,N/A,22,42,54,15,36,18,63,113,60,12,21,45
10/02/2013,49,43,49,N/A,36,59,79,27,58,37,81,146,82,24,29,76
11/02/2013,70,58,54,N/A,37,62,92,30,60,41,103,195,95,29,33,77
12/02/2013,72,59,63,N/A,41,69,93,29,68,40,103,180,96,26,N/A,83
13/02/2013,100,76,74,89,46,79,128,37,85,41,113,207,111,32,N/A,95
14/02/2013,118,95,94,140,61,N/A,129,45,111,55,156,271,129,49,N/A,133
15/02/2013,131,126,124,136,66,N/A,176,52,122,63,162,276,154,50,54,153
16/02/2013,47,39,37,55,31,58,69,20,49,28,78,141,78,18,27,71
17/02/2013,36,31,28,39,23,44,52,17,37,19,66,113,66,N/A,21,45
18/02/2013,48,29,28,42,27,42,53,17,33,25,69,100,65,16,22,46
19/02/2013,42,36,N/A,47,27,46,61,18,36,24,N/A,98,67,21,23,46
20/02/2013,50,44,42,59,29,56,69,21,43,27,N/A,103,74,25,27,N/A
21/02/2013,68,56,59,82,41,65,90,29,63,36,99,134,92,29,33,N/A
22/02/2013,89,68,65,82,39,76,N/A,36,64,35,111,146,104,29,36,N/A
23/02/2013,69,54,43,69,35,62,77,26,55,27,85,92,78,23,31,76
24/02/2013,71,64,67,86,43,76,95,34,75,33,110,129,98,35,36,92
25/02/2013,N/A,88,89,112,54,97,115,45,98,42,124,157,122,42,43,109
26/02/2013,110,77,63,101,50,N/A,117,31,87,42,119,150,119,32,40,87
27/02/2013,67,38,32,45,26,49,61,19,38,26,74,96,71,21,25,45
28/02/2013,56,28,25,34,21,39,42,15,28,17,57,72,55,15,19,44
01/03/2013,34,28,23,32,20,34,38,15,24,15,58,69,55,12,19,39
02/03/2013,31,24,24,35,20,36,34,14,27,17,58,71,55,13,21,44
03/03/2013,25,26,28,42,22,37,42,18,31,16,59,83,57,15,20,64
04/03/2013,42,39,38,45,24,44,57,20,33,22,67,90,70,18,25,67
05/03/2013,54,48,48,56,31,49,63,25,52,24,N/A,110,83,23,30,75
06/03/2013,78,70,67,107,44,75,89,36,78,37,N/A,139,101,33,37,109
07/03/2013,101,92,91,150,53,94,113,42,93,46,86,162,118,40,43,112
08/03/2013,87,81,N/A,145,48,87,113,37,79,48,130,178,127,36,41,93
09/03/2013,48,45,N/A,N/A,29,53,57,20,42,23,73,97,73,21,24,52
10/03/2013,34,39,N/A,N/A,26,48,54,20,44,20,63,86,73,18,24,52
11/03/2013,45,42,N/A,N/A,28,50,N/A,21,46,22,67,92,75,18,25,56
12/03/2013,40,40,38,N/A,27,49,N/A,22,40,N/A,63,88,69,19,24,49
13/03/2013,45,48,48,N/A,30,53,N/A,24,46,N/A,71,89,76,21,26,58
14/03/2013,31,37,33,N/A,24,46,50,16,35,N/A,55,74,60,14,22,47
15/03/2013,38,39,41,57,27,52,57,17,43,N/A,62,79,67,18,27,67
16/03/2013,38,35,N/A,55,30,53,52,19,40,23,57,94,66,17,26,63
17/03/2013,33,19,N/A,28,18,32,25,13,21,16,71,59,46,9,17,30
18/03/2013,39,28,N/A,37,20,37,41,16,32,20,70,79,59,13,19,37
19/03/2013,47,33,N/A,42,21,41,44,18,32,18,81,82,68,17,20,48
20/03/2013,38,30,N/A,36,20,38,41,15,31,14,66,68,59,12,19,38
21/03/2013,27,31,N/A,34,20,38,44,14,30,17,63,67,58,12,20,39
22/03/2013,29,24,N/A,33,17,34,31,12,23,12,81,50,48,9,16,32
23/03/2013,42,23,N/A,31,18,28,31,12,20,12,N/A,47,42,8,15,33
24/03/2013,40,20,N/A,31,18,30,31,13,25,14,N/A,54,49,10,17,32
25/03/2013,57,28,N/A,42,23,38,46,14,31,16,N/A,70,55,12,20,39
26/03/2013,84,51,43,70,32,58,67,26,54,25,N/A,98,80,22,27,65
27/03/2013,85,56,45,62,33,57,69,24,56,27,N/A,100,78,27,28,59
28/03/2013,84,53,44,56,30,60,67,21,54,24,N/A,97,75,21,27,56
29/03/2013,71,38,32,41,24,46,53,17,38,20,N/A,77,64,15,20,42
30/03/2013,56,29,24,40,21,41,41,15,33,15,N/A,N/A,56,12,19,38
31/03/2013,43,15,16,27,16,27,21,10,20,11,N/A,N/A,41,7,14,26
01/04/2013,57,17,16,27,16,27,22,10,18,10,N/A,N/A,40,8,14,28
02/04/2013,39,19,16,29,19,29,24,10,18,11,N/A,N/A,41,8,16,28
03/04/2013,44,26,23,35,20,35,31,12,25,13,N/A,N/A,49,11,16,38
04/04/2013,51,33,32,44,21,44,45,15,35,16,N/A,69,58,16,19,49
05/04/2013,67,59,58,61,36,70,74,25,59,28,N/A,120,85,27,32,70
06/04/2013,68,65,67,84,43,74,84,29,71,35,N/A,128,90,26,35,82
07/04/2013,73,63,69,95,42,76,79,31,72,38,N/A,126,87,30,35,85
08/04/2013,81,61,74,90,45,79,95,29,71,38,N/A,N/A,98,33,36,84
09/04/2013,65,61,58,76,40,69,82,26,67,31,N/A,N/A,87,25,32,80
10/04/2013,51,51,49,66,33,63,73,23,56,27,N/A,98,83,22,26,68
11/04/2013,N/A,36,40,46,28,49,54,17,39,25,N/A,103,N/A,19,25,51
12/04/2013,N/A,41,42,46,30,42,43,17,31,24,N/A,98,N/A,21,24,66
13/04/2013,38,38,37,40,23,44,50,20,36,22,56,75,N/A,18,23,46
14/04/2013,11,15,17,32,15,21,17,11,17,16,34,N/A,N/A,11,15,24
15/04/2013,11,14,19,26,15,19,19,11,N/A,10,34,N/A,N/A,9,15,34
16/04/2013,6,10,18,25,15,18,12,9,N/A,11,29,N/A,N/A,7,15,26
17/04/2013,12,17,13,23,14,21,21,10,18,9,33,N/A,N/A,9,15,28
18/04/2013,32,40,37,49,25,39,49,18,36,20,66,N/A,50,16,21,50
19/04/2013,39,41,45,51,27,43,50,20,41,22,67,74,53,19,22,49
20/04/2013,N/A,41,41,59,28,44,52,18,41,22,61,66,57,21,24,56
21/04/2013,N/A,32,32,44,23,40,44,18,33,18,53,62,47,14,20,47
22/04/2013,31,31,35,42,23,39,42,15,34,18,54,68,51,12,22,56
23/04/2013,40,41,30,36,24,37,48,16,31,16,55,72,51,15,20,60
24/04/2013,31,42,30,43,21,36,46,16,34,18,53,66,48,20,23,67
25/04/2013,19,23,19,39,20,28,30,11,23,15,39,55,32,14,16,43
26/04/2013,20,21,19,34,17,27,22,14,24,17,37,51,32,12,15,39
27/04/2013,17,22,20,29,15,25,23,12,16,12,42,46,31,8,14,34
28/04/2013,25,25,26,41,20,34,38,15,29,15,42,57,39,13,19,52
29/04/2013,15,16,17,29,14,23,19,10,20,9,39,41,29,N/A,13,35
30/04/2013,20,16,14,31,13,24,N/A,9,15,9,29,35,25,N/A,13,26
01/05/2013,21,22,17,30,16,24,21,10,20,11,29,46,28,11,13,29
02/05/2013,23,27,23,42,18,29,30,11,29,16,N/A,64,39,12,17,46
03/05/2013,39,34,33,52,21,39,46,15,35,21,N/A,74,53,16,20,61
04/05/2013,17,21,19,33,13,23,31,9,21,12,33,43,33,7,14,45
05/05/2013,32,25,28,33,18,25,35,12,25,14,42,52,45,12,19,48
06/05/2013,35,37,31,53,21,38,49,16,35,18,57,64,48,17,20,54
07/05/2013,21,26,23,38,N/A,27,35,11,30,13,N/A,N/A,42,10,16,41
08/05/2013,51,31,22,45,N/A,31,29,15,38,13,54,N/A,39,17,18,36
09/05/2013,39,20,18,42,N/A,23,25,11,26,12,42,N/A,33,N/A,14,37
10/05/2013,47,19,17,32,N/A,21,23,10,19,19,34,46,32,N/A,14,25
11/05/2013,41,16,16,31,N/A,24,19,9,18,12,32,42,27,N/A,14,25
12/05/2013,17,18,19,32,N/A,31,24,10,22,10,43,42,28,7,14,29
13/05/2013,18,20,21,37,N/A,38,31,11,25,15,50,N/A,40,10,17,37
14/05/2013,26,26,26,39,N/A,27,29,14,26,N/A,56,N/A,40,13,16,35
15/05/2013,25,30,28,59,N/A,28,32,15,26,N/A,64,N/A,41,12,18,54
16/05/2013,35,26,26,33,N/A,27,32,12,28,N/A,54,71,43,10,17,28
17/05/2013,39,26,38,41,N/A,26,28,12,22,N/A,56,66,38,13,16,38
18/05/2013,17,19,17,37,N/A,26,32,12,25,11,43,51,40,12,22,41
19/05/2013,14,22,13,34,N/A,23,31,12,22,10,42,55,36,12,15,39
20/05/2013,20,22,16,40,N/A,25,31,12,24,11,N/A,75,40,13,16,32
21/05/2013,23,27,29,41,N/A,24,29,12,26,13,56,73,39,11,16,29
22/05/2013,32,36,38,52,N/A,35,45,16,36,23,63,N/A,50,15,21,43
23/05/2013,37,44,31,55,N/A,41,54,19,36,19,69,N/A,61,20,22,47
24/05/2013,20,29,21,44,N/A,29,37,14,30,13,50,55,47,13,17,50
25/05/2013,18,25,20,34,N/A,25,22,12,23,10,53,68,37,13,15,32
26/05/2013,21,14,16,30,N/A,18,17,11,22,10,40,44,29,9,13,21
27/05/2013,21,24,21,39,N/A,27,34,13,27,12,55,59,43,15,15,41
28/05/2013,37,28,25,43,N/A,28,31,13,25,14,48,N/A,40,11,16,33
29/05/2013,43,27,26,44,N/A,25,30,13,25,15,51,N/A,39,11,17,43
30/05/2013,51,45,37,48,N/A,37,53,17,43,20,66,N/A,59,16,20,55
31/05/2013,47,39,N/A,52,N/A,30,47,16,37,17,66,N/A,56,15,21,72
01/06/2013,37,33,N/A,39,N/A,31,41,14,27,N/A,50,N/A,42,14,18,53
02/06/2013,34,21,N/A,37,N/A,24,34,13,28,N/A,55,N/A,35,12,16,54
03/06/2013,46,32,N/A,35,N/A,28,46,12,32,N/A,37,63,47,14,17,51
04/06/2013,46,37,17,29,N/A,25,43,13,30,N/A,25,67,46,16,15,56
05/06/2013,N/A,22,13,31,N/A,24,28,12,27,N/A,N/A,N/A,41,10,16,61
06/06/2013,39,27,16,31,N/A,25,34,9,28,15,N/A,N/A,40,9,14,54
07/06/2013,44,28,25,33,N/A,24,26,14,29,18,67,N/A,42,12,16,47
08/06/2013,54,37,31,39,N/A,27,31,17,39,22,70,N/A,43,19,16,43
09/06/2013,44,22,22,35,N/A,21,23,15,24,17,59,N/A,35,15,16,36
10/06/2013,52,33,33,49,N/A,31,38,16,37,26,67,N/A,48,18,19,46
11/06/2013,48,32,30,39,N/A,26,35,15,32,N/A,66,N/A,47,14,18,56
12/06/2013,N/A,32,25,35,N/A,26,39,16,31,N/A,90,N/A,47,12,18,62
13/06/2013,54,36,33,38,N/A,31,43,18,31,N/A,74,N/A,61,15,24,64
14/06/2013,56,38,39,44,N/A,38,50,19,37,21,N/A,N/A,65,21,16,60
15/06/2013,N/A,37,40,46,N/A,35,38,18,32,19,N/A,N/A,49,21,20,46
16/06/2013,N/A,36,36,51,N/A,39,43,17,39,22,N/A,N/A,52,23,20,54
17/06/2013,N/A,26,26,47,N/A,29,31,15,30,19,N/A,N/A,44,14,19,42
18/06/2013,13,20,20,38,N/A,24,29,11,23,17,N/A,N/A,33,10,14,28
19/06/2013,N/A,18,24,25,N/A,19,20,11,22,11,N/A,N/A,31,9,13,23
20/06/2013,20,24,33,34,N/A,25,27,14,25,17,52,N/A,42,12,14,28
21/06/2013,20,30,25,45,N/A,28,33,14,32,16,66,N/A,N/A,13,17,37
22/06/2013,N/A,34,31,47,N/A,29,34,18,35,21,68,N/A,N/A,18,20,55
23/06/2013,N/A,20,25,32,N/A,25,21,12,22,10,52,N/A,N/A,15,14,29
24/06/2013,N/A,22,25,40,N/A,25,28,12,30,20,47,N/A,N/A,14,16,32
25/06/2013,N/A,23,26,37,N/A,26,28,12,24,12,61,N/A,41,14,14,28
26/06/2013,N/A,40,39,45,N/A,33,43,20,34,17,71,34,60,19,18,52
27/06/2013,45,32,37,50,N/A,28,32,17,33,15,65,48,49,15,17,34
28/06/2013,42,34,36,61,N/A,29,34,17,34,17,58,57,50,17,15,42
29/06/2013,34,29,35,32,N/A,24,26,16,20,11,55,53,44,14,13,28
30/06/2013,30,26,32,41,N/A,20,23,15,25,9,N/A,48,38,14,13,31
01/07/2013,35,28,28,47,N/A,23,26,15,29,14,N/A,48,44,13,15,38
02/07/2013,37,27,30,37,N/A,27,29,14,23,12,48,39,40,12,14,33
03/07/2013,43,32,36,40,N/A,28,34,18,33,16,60,47,50,14,16,41
04/07/2013,38,26,N/A,46,N/A,27,31,14,30,16,N/A,36,46,12,16,44
05/07/2013,37,N/A,N/A,47,N/A,29,N/A,15,36,15,N/A,35,51,12,20,58
06/07/2013,39,35,N/A,40,N/A,30,39,15,34,15,N/A,33,58,15,19,60
07/07/2013,24,19,N/A,34,N/A,23,22,11,25,14,N/A,N/A,43,11,15,53
08/07/2013,33,20,N/A,29,N/A,20,20,12,21,9,N/A,N/A,42,12,13,36
09/07/2013,27,23,15,28,N/A,22,23,10,25,13,42,13,41,13,13,40
10/07/2013,36,39,22,36,N/A,26,24,14,47,16,53,30,50,15,16,38
11/07/2013,36,40,25,41,N/A,27,28,18,37,14,53,73,47,27,15,45
12/07/2013,33,41,31,38,N/A,26,23,15,29,16,62,84,48,29,15,40
13/07/2013,33,N/A,27,32,N/A,20,18,14,21,14,52,89,39,24,13,28
14/07/2013,25,N/A,19,25,N/A,17,9,9,14,10,41,61,30,15,11,24
15/07/2013,28,N/A,N/A,33,N/A,20,14,12,18,12,N/A,70,34,21,16,26
16/07/2013,39,43,N/A,34,N/A,23,18,14,22,13,N/A,82,43,N/A,15,30
17/07/2013,36,40,30,38,N/A,28,24,15,24,16,N/A,99,45,N/A,16,36
18/07/2013,44,42,33,47,N/A,31,30,16,30,21,N/A,93,48,36,17,41
19/07/2013,34,37,36,36,N/A,25,21,14,22,17,N/A,98,43,28,15,31
20/07/2013,35,45,36,33,N/A,25,21,15,19,14,N/A,92,40,N/A,14,33
21/07/2013,33,39,24,37,N/A,21,22,12,20,14,N/A,66,35,N/A,13,32
22/07/2013,N/A,N/A,24,34,N/A,20,19,12,17,14,N/A,66,40,N/A,14,33
23/07/2013,N/A,31,32,50,N/A,25,22,18,25,N/A,N/A,77,45,N/A,16,40
24/07/2013,N/A,21,25,42,N/A,20,17,12,17,N/A,N/A,69,45,N/A,13,33
25/07/2013,48,37,35,44,N/A,34,39,22,27,N/A,N/A,82,57,N/A,18,54
26/07/2013,41,26,31,38,N/A,27,26,15,23,N/A,N/A,80,54,N/A,18,33
27/07/2013,49,37,42,51,N/A,34,33,18,32,19,N/A,88,63,N/A,20,44
28/07/2013,42,28,33,32,N/A,32,30,15,23,15,N/A,69,56,N/A,19,38
29/07/2013,26,25,19,29,N/A,18,15,10,15,11,N/A,47,42,N/A,13,23
30/07/2013,N/A,26,27,34,N/A,22,24,13,18,12,N/A,53,47,N/A,15,34
31/07/2013,27,25,28,38,N/A,22,26,13,20,14,N/A,N/A,50,N/A,16,39
01/08/2013,46,39,48,45,N/A,33,36,19,32,16,N/A,N/A,57,N/A,19,41
02/08/2013,41,41,45,53,N/A,32,39,18,32,19,N/A,76,57,36,20,43
03/08/2013,39,34,34,43,N/A,29,33,15,28,13,N/A,60,48,34,17,37
04/08/2013,27,20,21,34,N/A,27,27,12,20,12,N/A,47,42,23,13,30
05/08/2013,36,25,26,N/A,N/A,32,35,14,29,17,N/A,N/A,57,29,19,48
06/08/2013,38,31,31,N/A,N/A,N/A,25,17,29,15,N/A,N/A,54,35,19,46
07/08/2013,38,31,38,N/A,N/A,33,29,17,28,17,N/A,N/A,54,37,18,41
08/08/2013,39,28,28,N/A,N/A,29,30,16,24,13,N/A,N/A,50,30,18,51
09/08/2013,44,35,21,N/A,N/A,28,34,18,23,12,N/A,N/A,51,28,16,43
10/08/2013,31,25,19,N/A,N/A,22,28,12,19,12,N/A,46,42,23,13,46
11/08/2013,31,21,24,N/A,N/A,28,27,12,23,15,N/A,53,47,29,18,41
12/08/2013,30,26,25,N/A,N/A,26,21,14,22,14,N/A,58,46,24,15,39
13/08/2013,29,21,23,N/A,N/A,N/A,22,13,19,12,N/A,51,43,20,15,37
14/08/2013,25,22,18,N/A,N/A,26,24,10,15,9,N/A,42,41,18,13,36
15/08/2013,28,16,23,27,N/A,17,13,11,15,10,N/A,53,36,20,13,21
16/08/2013,31,20,28,21,N/A,21,16,12,17,11,N/A,68,43,25,14,25
17/08/2013,38,26,35,12,N/A,24,21,17,23,13,N/A,69,44,30,16,28
18/08/2013,37,31,39,12,N/A,25,24,20,25,15,N/A,77,50,31,15,36
19/08/2013,36,30,32,13,N/A,26,23,16,20,14,N/A,75,44,30,15,30
20/08/2013,39,28,32,13,N/A,28,26,16,22,14,N/A,65,46,28,16,30
21/08/2013,31,24,28,18,N/A,25,19,17,21,14,65,68,45,25,15,28
22/08/2013,27,18,25,24,N/A,18,13,13,16,12,54,52,37,20,14,22
23/08/2013,39,29,41,29,N/A,26,22,17,22,12,66,63,48,31,16,32
24/08/2013,46,31,36,33,N/A,29,25,19,27,14,N/A,75,47,40,17,38
25/08/2013,38,31,37,37,N/A,30,29,19,28,16,N/A,63,52,37,18,43
26/08/2013,50,34,N/A,45,N/A,39,30,18,31,18,N/A,87,61,41,22,38
27/08/2013,35,28,N/A,32,N/A,26,23,17,21,15,N/A,N/A,49,34,18,38
28/08/2013,N/A,29,N/A,34,N/A,28,26,15,29,16,60,72,51,29,19,50
29/08/2013,N/A,20,17,31,N/A,20,16,12,21,11,73,70,41,27,15,30
30/08/2013,36,N/A,34,26,N/A,22,25,14,21,14,69,62,41,29,14,44
31/08/2013,45,N/A,25,30,N/A,30,40,16,31,15,76,61,N/A,35,18,61
01/09/2013,28,N/A,20,24,N/A,20,15,11,20,11,71,44,N/A,19,N/A,48
02/09/2013,23,N/A,18,21,N/A,19,18,8,17,8,N/A,33,N/A,18,N/A,28
03/09/2013,37,N/A,27,31,N/A,28,24,14,22,15,N/A,56,N/A,27,N/A,41
04/09/2013,37,N/A,29,47,N/A,30,20,12,21,14,N/A,63,37,24,N/A,37
05/09/2013,38,N/A,26,33,N/A,29,20,15,21,13,58,69,40,26,16,32
06/09/2013,39,N/A,23,33,N/A,51,36,13,28,16,67,55,41,27,18,54
07/09/2013,49,38,29,36,N/A,34,N/A,19,32,20,73,N/A,N/A,36,25,71
08/09/2013,50,33,30,40,N/A,42,N/A,15,32,19,74,N/A,N/A,35,23,61
09/09/2013,43,33,40,39,N/A,31,N/A,17,27,18,N/A,N/A,N/A,34,18,59
10/09/2013,53,38,43,42,N/A,37,48,16,36,18,N/A,87,94,37,21,70
11/09/2013,45,33,27,24,N/A,23,34,13,24,11,80,61,65,28,17,48
12/09/2013,44,34,32,25,N/A,23,36,16,24,15,88,N/A,N/A,27,25,65
13/09/2013,38,24,24,32,N/A,28,34,11,25,14,85,63,N/A,25,21,74
14/09/2013,40,22,31,28,N/A,32,39,12,23,14,87,52,64,25,24,57
15/09/2013,38,22,18,28,N/A,26,25,13,19,12,73,58,55,26,16,41
16/09/2013,32,16,23,25,N/A,21,22,11,16,11,N/A,48,60,19,15,30
17/09/2013,37,N/A,33,29,N/A,24,28,14,17,12,N/A,66,66,29,13,36
18/09/2013,45,N/A,45,33,N/A,30,34,18,28,18,70,93,70,39,21,44
19/09/2013,31,22,27,24,N/A,20,20,12,14,11,72,72,51,29,15,32
20/09/2013,28,18,22,18,N/A,13,13,13,12,5,62,46,40,N/A,13,23
21/09/2013,36,24,27,22,N/A,22,23,13,19,8,48,62,54,N/A,9,30
22/09/2013,33,29,33,27,N/A,19,25,14,24,13,42,61,53,N/A,20,32
23/09/2013,30,19,N/A,24,N/A,21,20,13,20,10,N/A,57,51,N/A,14,31
24/09/2013,37,21,N/A,30,N/A,21,26,12,28,15,N/A,55,59,N/A,22,32
25/09/2013,40,20,N/A,37,N/A,26,25,12,24,14,N/A,59,60,N/A,15,32
26/09/2013,49,32,N/A,40,N/A,33,33,17,29,16,N/A,86,70,N/A,15,40
27/09/2013,46,32,N/A,41,N/A,28,31,20,33,18,N/A,94,66,N/A,17,38
28/09/2013,42,32,N/A,37,N/A,28,27,19,29,N/A,N/A,100,74,N/A,19,60
29/09/2013,33,22,N/A,36,N/A,28,30,12,24,N/A,N/A,52,66,N/A,19,50
30/09/2013,30,21,N/A,21,N/A,22,16,12,18,N/A,N/A,70,51,N/A,14,45
01/10/2013,30,21,N/A,37,N/A,23,30,12,23,N/A,N/A,53,52,N/A,15,42
02/10/2013,53,40,N/A,51,N/A,34,46,18,37,20,63,75,81,N/A,26,65
03/10/2013,40,32,N/A,32,N/A,25,33,15,28,19,72,71,74,N/A,25,63
04/10/2013,42,35,N/A,39,N/A,30,36,17,30,19,92,78,70,N/A,20,64
05/10/2013,73,56,64,67,N/A,52,68,25,61,35,110,100,106,N/A,39,85
06/10/2013,69,49,47,58,N/A,56,58,20,53,32,74,93,102,N/A,42,64
07/10/2013,27,17,18,17,N/A,18,25,9,17,9,N/A,31,38,N/A,15,36
08/10/2013,39,28,32,33,N/A,32,42,12,30,19,N/A,45,58,N/A,15,57
09/10/2013,78,66,63,68,N/A,57,77,26,54,39,N/A,95,107,N/A,29,88
10/10/2013,88,60,60,81,N/A,64,72,27,63,42,N/A,132,121,N/A,35,79
11/10/2013,96,66,75,94,N/A,66,87,31,75,52,N/A,143,138,N/A,38,90
12/10/2013,106,90,97,88,N/A,79,93,32,79,52,N/A,158,151,N/A,43,103
13/10/2013,84,67,68,65,N/A,60,65,25,58,38,N/A,120,120,N/A,30,92
14/10/2013,71,54,65,63,N/A,53,64,21,51,38,N/A,112,113,N/A,24,78
15/10/2013,73,59,67,65,N/A,53,68,24,53,36,N/A,109,112,N/A,27,76
16/10/2013,55,35,43,40,N/A,38,46,17,34,28,N/A,47,82,N/A,33,52
17/10/2013,N/A,44,32,35,N/A,35,48,18,32,24,N/A,32,80,N/A,37,63
18/10/2013,N/A,35,32,28,N/A,29,34,15,25,16,N/A,27,72,N/A,20,53
19/10/2013,N/A,18,24,17,N/A,21,20,13,14,12,N/A,21,47,N/A,14,36
20/10/2013,N/A,31,37,30,N/A,29,32,13,28,18,N/A,24,73,N/A,17,56
21/10/2013,N/A,40,37,32,N/A,33,48,18,30,19,N/A,23,62,N/A,17,60
22/10/2013,50,41,40,39,N/A,36,50,20,32,24,N/A,22,71,N/A,20,57
23/10/2013,70,52,53,49,N/A,47,60,21,45,28,N/A,25,96,N/A,23,65
24/10/2013,68,54,55,58,N/A,46,65,24,47,32,N/A,21,103,N/A,24,78
25/10/2013,69,58,45,51,N/A,52,72,27,44,30,N/A,18,81,N/A,22,67
26/10/2013,86,66,68,68,N/A,66,83,28,62,43,N/A,23,N/A,N/A,28,83
27/10/2013,N/A,84,81,94,N/A,87,98,36,83,53,N/A,22,N/A,N/A,37,109
28/10/2013,N/A,72,75,77,N/A,75,91,30,70,48,N/A,19,N/A,N/A,35,89
29/10/2013,92,71,77,72,N/A,62,81,30,61,42,N/A,21,N/A,N/A,33,83
30/10/2013,N/A,86,89,86,N/A,76,98,38,75,52,86,23,N/A,N/A,41,110
31/10/2013,N/A,83,72,68,N/A,67,86,36,61,42,85,20,N/A,N/A,39,82
01/11/2013,58,40,34,33,N/A,28,40,21,23,24,66,26,58,N/A,16,48
02/11/2013,57,N/A,36,36,N/A,31,45,28,28,24,71,20,64,N/A,16,53
03/11/2013,52,N/A,37,33,N/A,36,41,18,30,21,86,21,61,N/A,17,42
04/11/2013,70,N/A,51,52,56,50,55,22,50,32,72,N/A,75,N/A,24,59
05/11/2013,69,55,56,54,58,50,52,23,52,32,80,N/A,83,28,25,66
06/11/2013,56,39,40,46,45,40,40,19,45,29,73,N/A,70,31,23,58
07/11/2013,48,37,32,30,35,32,33,15,36,26,75,N/A,69,26,24,44
08/11/2013,31,29,N/A,21,26,25,N/A,12,20,16,68,N/A,43,N/A,19,53
09/11/2013,57,46,N/A,41,46,37,N/A,19,37,29,69,N/A,91,N/A,27,81
10/11/2013,70,54,55,52,56,49,N/A,22,43,32,78,N/A,95,N/A,22,77
11/11/2013,71,56,N/A,61,69,62,N/A,23,53,42,84,N/A,93,N/A,26,76
12/11/2013,75,48,N/A,69,66,57,76,24,52,36,83,N/A,106,N/A,33,75
13/11/2013,73,60,N/A,55,60,50,70,27,48,37,88,27,97,N/A,34,78
14/11/2013,53,44,N/A,33,37,36,54,20,36,27,76,21,71,N/A,29,61
15/11/2013,36,25,N/A,16,25,24,31,12,20,14,51,27,52,N/A,18,48
