Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T
03/06/2020,23,16,17,15,25,16,21,45,29,21,23,45
04/06/2020,25,21,24,24,31,22,27,47,40,20,29,49
05/06/2020,21,17,22,20,25,22,25,57,33,19,31,56
06/06/2020,18,13,20,18,24,17,21,49,26,15,23,50
07/06/2020,15,11,14,12,20,17,17,38,20,13,14,36
08/06/2020,19,11,14,16,24,18,20,39,30,18,18,39
09/06/2020,21,15,19,19,30,21,22,44,31,21,24,41
10/06/2020,19,12,15,14,17,21,18,45,27,21,18,33
11/06/2020,28,19,20,19,24,20,25,47,32,28,25,42
12/06/2020,23,21,17,17,18,20,20,45,27,24,23,41
13/06/2020,23,20,17,16,19,21,22,45,27,24,22,44
14/06/2020,23,19,18,17,18,21,24,44,29,25,24,41
15/06/2020,23,12,13,15,23,16,18,41,30,21,17,38
16/06/2020,23,16,13,15,16,19,17,45,30,21,22,36
17/06/2020,22,16,20,18,21,21,22,45,29,24,22,45
18/06/2020,25,23,26,20,28,21,28,51,46,34,32,54
19/06/2020,27,20,19,23,30,20,24,51,40,32,25,47
20/06/2020,24,22,20,19,27,21,24,49,35,29,28,45
21/06/2020,23,19,19,16,25,23,22,42,31,25,28,45
22/06/2020,27,23,22,22,33,22,27,46,37,31,29,43
23/06/2020,29,21,20,22,34,25,26,45,40,29,30,44
24/06/2020,29,18,23,23,34,25,26,51,40,30,34,50
25/06/2020,25,19,20,22,27,20,26,42,35,24,28,40
26/06/2020,25,19,16,19,24,18,21,44,28,25,22,33
27/06/2020,21,23,21,21,24,21,24,46,32,24,26,35
28/06/2020,21,17,17,16,23,18,21,37,28,23,22,37
29/06/2020,22,16,14,17,24,20,18,47,31,21,22,34
30/06/2020,28,18,17,16,22,26,20,44,30,27,24,34
01/07/2020,31,19,16,17,23,23,21,44,32,24,23,40
02/07/2020,27,21,18,15,22,22,21,45,36,28,24,33
03/07/2020,35,23,18,18,25,23,20,45,29,28,22,33
04/07/2020,30,29,28,24,29,25,27,43,37,38,33,48
05/07/2020,28,21,24,18,20,21,23,43,29,27,26,40
06/07/2020,28,21,22,17,23,24,23,43,28,26,25,39
07/07/2020,26,19,20,19,27,24,22,43,33,27,25,43
08/07/2020,26,13,19,16,26,25,20,44,29,20,23,41
09/07/2020,26,17,22,18,28,21,24,45,34,26,25,35
10/07/2020,27,20,22,17,22,23,22,46,30,26,25,40
11/07/2020,28,21,22,16,20,21,22,43,30,28,25,36
12/07/2020,27,16,19,18,20,22,21,40,29,26,23,39
13/07/2020,22,16,19,16,24,20,20,39,29,18,21,35
14/07/2020,25,20,26,18,29,20,24,39,33,26,28,39
15/07/2020,26,19,25,21,33,27,28,39,34,26,30,43
16/07/2020,27,24,23,18,30,30,25,45,35,27,31,41
17/07/2020,25,20,25,24,30,20,27,42,37,29,35,42
18/07/2020,29,24,25,22,36,22,29,43,42,29,42,48
19/07/2020,20,12,15,14,28,15,17,38,25,18,19,33
20/07/2020,36,23,25,26,37,22,30,45,42,35,34,41
21/07/2020,32,24,28,25,40,24,30,42,42,29,35,47
22/07/2020,31,25,31,26,38,23,32,45,46,32,36,46
23/07/2020,23,18,22,21,35,17,24,43,35,22,25,42
24/07/2020,33,18,20,19,36,17,25,43,36,30,26,44
25/07/2020,31,20,26,23,32,25,28,39,36,31,32,45
26/07/2020,33,15,18,17,26,17,22,41,31,26,23,37
27/07/2020,23,10,13,13,22,10,15,36,22,16,17,26
28/07/2020,31,12,15,14,21,14,18,37,26,24,18,32
29/07/2020,29,21,20,17,22,16,22,43,33,26,29,44
30/07/2020,28,21,21,16,21,14,20,43,31,24,22,33
31/07/2020,26,20,17,15,23,14,19,39,29,21,19,36
01/08/2020,27,21,16,15,20,10,18,39,27,20,17,34
02/08/2020,23,14,12,13,16,11,15,34,23,17,13,29
03/08/2020,19,13,13,16,21,11,17,37,27,17,14,27
04/08/2020,24,14,16,19,29,13,19,39,30,20,18,35
05/08/2020,23,19,19,20,25,14,22,44,39,27,23,37
06/08/2020,30,25,26,26,29,20,27,42,40,32,33,42
07/08/2020,34,23,24,27,31,21,27,46,43,34,31,44
08/08/2020,28,17,21,20,32,14,24,39,37,28,27,41
09/08/2020,22,11,16,20,26,11,20,30,26,19,18,33
10/08/2020,25,15,16,18,23,12,19,40,32,22,18,27
11/08/2020,25,18,17,19,25,15,n/a,38,35,23,19,31
12/08/2020,22,14,14,19,23,12,18,39,28,23,18,37
13/08/2020,29,22,21,20,27,15,24,40,38,27,24,33
14/08/2020,31,20,21,24,35,17,26,41,37,32,25,43
15/08/2020,38,28,28,26,35,22,32,40,43,38,35,46
16/08/2020,30,20,27,23,33,17,30,38,40,31,33,44
17/08/2020,35,31,32,27,38,23,36,40,43,38,37,43
18/08/2020,42,38,40,35,42,30,42,49,56,44,49,55
19/08/2020,33,32,29,27,37,25,33,48,46,38,36,51
20/08/2020,46,31,38,36,46,29,38,50,52,44,41,52
21/08/2020,34,30,28,22,29,23,29,53,38,35,36,47
22/08/2020,33,26,19,22,27,17,23,43,37,31,26,40
23/08/2020,27,21,20,17,28,16,23,37,37,32,31,39
24/08/2020,34,26,25,24,29,20,28,41,44,36,32,41
25/08/2020,36,27,27,25,32,22,30,44,43,36,36,40
26/08/2020,33,24,23,21,30,19,27,42,44,33,31,43
27/08/2020,28,24,23,21,29,19,27,44,42,31,34,38
28/08/2020,31,27,21,22,30,21,27,43,40,34,31,44
29/08/2020,32,24,26,23,33,20,26,44,43,31,33,43
30/08/2020,35,28,30,25,45,24,33,47,44,35,34,48
31/08/2020,33,17,20,19,37,16,24,43,34,26,25,40
01/09/2020,27,23,23,18,31,14,27,37,36,28,29,41
02/09/2020,38,35,36,28,43,26,38,54,49,41,50,65
03/09/2020,30,31,32,23,40,20,30,53,47,35,35,54
04/09/2020,26,21,22,20,34,19,24,44,34,28,29,42
05/09/2020,23,15,20,17,32,15,21,39,32,23,23,43
06/09/2020,19,14,14,14,22,13,17,37,25,22,17,36
07/09/2020,21,17,15,14,20,12,19,42,27,24,20,36
08/09/2020,26,17,24,16,27,16,24,45,35,27,28,40
09/09/2020,35,26,29,25,46,23,29,43,45,34,36,53
10/09/2020,n/a,20,26,26,37,21,28,53,38,28,32,49
11/09/2020,22,13,19,19,32,14,20,41,29,20,23,39
12/09/2020,22,12,17,20,31,13,21,40,30,21,21,38
13/09/2020,19,11,16,16,28,12,17,37,25,18,17,38
14/09/2020,19,14,19,22,36,16,22,39,31,20,20,37
15/09/2020,27,15,19,25,31,17,21,43,33,27,22,47
16/09/2020,24,20,23,21,30,14,23,38,28,24,24,42
17/09/2020,26,21,18,22,26,14,20,45,29,30,22,39
18/09/2020,30,24,21,21,23,18,25,44,31,33,33,44
19/09/2020,22,11,14,16,27,12,16,40,21,19,13,36
20/09/2020,19,12,15,18,30,10,18,37,21,20,16,38
21/09/2020,36,24,29,28,37,24,32,45,39,37,34,50
22/09/2020,38,33,30,27,38,26,35,52,49,44,43,60
23/09/2020,50,36,37,33,43,35,42,76,53,51,48,75
24/09/2020,26,23,21,17,n/a,11,22,56,31,25,23,41
25/09/2020,28,23,24,20,n/a,16,26,45,33,27,34,40
26/09/2020,24,20,19,15,33,14,21,42,28,27,31,38
27/09/2020,27,16,16,14,28,14,21,36,22,23,n/a,43
28/09/2020,28,23,21,18,32,17,24,42,33,27,n/a,43
29/09/2020,23,14,17,18,27,11,19,38,26,23,n/a,38
30/09/2020,31,32,21,19,32,16,25,45,35,33,25,48
01/10/2020,31,22,19,19,34,13,21,42,31,31,23,37
02/10/2020,26,25,19,18,34,17,23,43,28,28,24,46
03/10/2020,29,21,24,21,37,17,26,41,34,29,29,49
04/10/2020,25,13,21,18,34,15,23,39,25,25,21,43
05/10/2020,34,27,26,25,26,19,29,46,36,35,31,46
06/10/2020,40,33,29,26,42,23,32,55,43,38,45,55
07/10/2020,40,31,31,28,37,23,35,52,38,39,59,60
08/10/2020,28,20,21,18,35,16,24,33,33,26,38,38
09/10/2020,28,18,n/a,15,31,15,23,33,28,25,35,41
10/10/2020,29,23,n/a,21,31,17,26,44,32,29,37,49
11/10/2020,38,26,n/a,23,33,20,32,42,36,34,46,54
12/10/2020,50,45,n/a,34,46,31,45,63,54,49,63,73
13/10/2020,39,27,n/a,24,41,20,31,55,34,37,45,54
14/10/2020,40,30,n/a,27,37,23,34,55,43,39,36,57
15/10/2020,35,30,n/a,24,39,17,32,51,38,36,33,49
16/10/2020,28,23,n/a,25,38,16,25,40,33,27,31,45
17/10/2020,23,15,n/a,14,28,12,17,30,21,19,27,38
18/10/2020,23,15,n/a,13,26,12,18,28,25,21,33,36
19/10/2020,35,38,n/a,26,34,22,39,47,45,37,54,69
20/10/2020,37,37,34,27,35,23,37,44,46,39,58,70
21/10/2020,36,33,30,26,34,22,37,45,42,35,52,58
22/10/2020,47,38,38,34,41,27,44,56,46,43,65,68
23/10/2020,59,43,45,37,52,32,45,65,47,49,57,67
24/10/2020,75,56,57,51,56,46,59,77,61,64,65,82
25/10/2020,79,66,68,65,66,53,71,97,81,78,89,100
26/10/2020,88,77,70,68,69,56,76,n/a,88,86,81,110
27/10/2020,58,47,45,45,51,35,48,65,59,53,59,80
28/10/2020,48,44,42,38,47,33,45,65,52,51,59,73
29/10/2020,38,34,29,28,41,21,32,55,40,36,44,61
30/10/2020,36,21,24,25,35,18,27,44,37,32,31,60
31/10/2020,42,25,27,27,43,22,30,44,39,37,44,64
01/11/2020,37,28,31,25,36,23,33,38,34,33,62,59
02/11/2020,52,38,41,35,41,29,45,59,44,44,72,75
03/11/2020,44,35,33,33,47,30,36,50,38,39,47,55
04/11/2020,55,41,36,39,53,35,41,65,51,49,61,77
05/11/2020,51,38,36,33,49,32,40,66,48,47,59,70
06/11/2020,54,37,37,37,49,35,42,77,48,53,76,77
07/11/2020,43,30,28,28,45,22,30,40,33,31,48,55
08/11/2020,59,49,48,45,56,42,51,70,57,57,72,78
09/11/2020,59,47,49,45,55,41,52,59,53,54,74,69
10/11/2020,61,53,51,48,56,44,54,70,61,61,82,76
11/11/2020,59,52,50,43,52,42,52,60,61,56,100,71
12/11/2020,47,36,37,35,44,34,40,53,48,46,72,68
13/11/2020,61,49,50,46,55,44,53,72,59,62,72,74
14/11/2020,73,64,65,57,62,54,66,92,71,70,92,91
15/11/2020,83,72,70,62,71,58,69,115,84,85,103,106
16/11/2020,46,35,37,33,50,28,39,84,40,41,42,80
17/11/2020,64,53,44,40,52,36,48,108,60,60,67,79
18/11/2020,64,50,49,42,55,40,49,109,62,66,87,88
19/11/2020,76,60,58,50,58,48,59,144,81,76,104,95
20/11/2020,63,52,50,44,62,41,53,108,70,64,66,86
21/11/2020,51,40,40,34,50,28,43,78,56,49,58,85
22/11/2020,37,31,32,28,44,26,35,65,47,39,62,80
23/11/2020,62,48,44,42,50,37,50,84,70,61,82,107
24/11/2020,45,31,37,30,41,26,39,61,48,42,64,69
25/11/2020,49,36,38,35,44,29,38,62,44,44,78,69
26/11/2020,44,36,35,32,44,29,36,53,39,42,61,44
27/11/2020,36,28,29,28,38,21,31,42,33,32,57,37
28/11/2020,61,37,37,38,43,34,38,61,44,48,62,45
29/11/2020,51,31,37,35,41,31,38,55,46,43,52,41
30/11/2020,46,30,28,30,40,24,31,50,35,39,46,41
01/12/2020,47,28,35,34,41,27,36,47,40,40,60,51
02/12/2020,43,27,34,29,33,25,33,54,37,38,41,54
03/12/2020,42,29,33,28,43,25,31,53,35,39,39,51
04/12/2020,58,38,40,33,61,31,40,57,45,44,47,55
05/12/2020,53,37,n/a,41,52,33,45,56,45,47,54,52
06/12/2020,57,49,n/a,46,55,40,53,66,57,60,73,74
07/12/2020,69,54,n/a,50,66,47,64,85,63,70,77,83
08/12/2020,64,48,54,42,68,41,52,79,59,66,67,83
09/12/2020,62,58,59,44,70,43,56,73,63,65,73,78
10/12/2020,76,67,68,57,86,61,64,114,87,87,86,103
11/12/2020,84,77,76,64,82,66,74,114,92,91,103,113
12/12/2020,88,77,74,62,83,59,71,136,94,86,96,107
13/12/2020,88,76,81,63,84,63,77,134,91,97,105,118
14/12/2020,96,84,95,68,105,66,89,118,106,93,108,156
15/12/2020,110,74,83,69,103,69,84,154,98,102,106,144
16/12/2020,80,52,53,45,77,54,50,118,75,78,65,113
17/12/2020,72,40,42,33,67,35,41,179,57,75,50,109
18/12/2020,54,49,51,41,69,41,51,92,61,60,65,86
19/12/2020,48,40,43,36,56,34,43,69,55,49,59,68
20/12/2020,47,37,41,34,57,35,41,64,51,50,52,62
21/12/2020,47,42,44,36,60,36,46,78,54,52,68,60
22/12/2020,62,62,65,49,68,50,63,76,76,67,92,79
23/12/2020,68,68,76,58,72,57,71,81,83,75,98,98
24/12/2020,70,68,71,55,72,57,72,86,82,78,101,102
25/12/2020,65,59,64,50,74,50,63,81,69,67,78,102
26/12/2020,67,48,59,48,70,44,57,98,62,70,74,89
27/12/2020,58,51,52,43,66,40,53,88,62,63,56,89
28/12/2020,46,30,42,38,46,31,41,97,51,44,46,66
29/12/2020,54,43,53,43,56,39,50,85,58,57,57,73
30/12/2020,64,46,56,43,63,41,52,62,58,59,61,70
31/12/2020,39,36,40,32,46,31,39,47,42,41,40,41
,,,,,,,,,,,,
,,,,,,,,,,,,
