Date,02T,03T,05T,07T,10T,11T,12T,15T,59T,61T,48T,49T,50T,52T,53T,54T
29/04/2015,30,18,N/A,N/A,34,25,42,18,26,28,N/A,57,57,13,14,32
30/04/2015,34,28,N/A,N/A,37,29,46,18,28,35,N/A,54,57,15,15,38
01/05/2015,28,18,N/A,N/A,28,33,28,17,22,24,N/A,44,48,12,13,29
02/05/2015,30,22,N/A,N/A,31,34,38,17,25,33,N/A,52,50,13,13,29
03/05/2015,34,30,N/A,N/A,35,36,46,19,31,39,N/A,51,55,17,16,33
04/05/2015,34,27,N/A,N/A,32,40,53,19,34,38,N/A,51,58,17,14,38
05/05/2015,31,26,N/A,N/A,32,32,45,19,30,35,N/A,49,56,18,14,39
06/05/2015,32,27,N/A,N/A,32,27,41,19,29,37,N/A,42,56,16,14,37
07/05/2015,29,20,N/A,N/A,26,27,41,18,28,25,N/A,43,53,14,12,34
08/05/2015,26,19,N/A,N/A,30,28,46,17,25,28,N/A,51,52,14,12,30
09/05/2015,29,22,N/A,N/A,28,33,42,18,25,28,N/A,50,53,13,12,42
10/05/2015,29,20,N/A,N/A,32,34,38,17,31,29,N/A,48,51,14,12,43
11/05/2015,26,15,N/A,N/A,27,25,42,16,26,23,N/A,46,48,16,11,41
12/05/2015,30,22,N/A,N/A,27,30,45,17,27,24,N/A,56,50,13,11,36
13/05/2015,22,19,N/A,N/A,27,25,48,18,24,25,N/A,39,50,14,12,49
14/05/2015,21,15,N/A,N/A,26,22,36,17,19,24,N/A,43,42,12,10,34
15/05/2015,25,21,N/A,N/A,24,26,35,17,21,22,N/A,56,46,12,11,35
16/05/2015,23,15,N/A,N/A,24,20,29,17,18,21,N/A,56,40,10,11,31
17/05/2015,28,25,N/A,N/A,20,14,23,17,18,18,N/A,48,38,12,9,20
18/05/2015,22,19,N/A,N/A,18,24,20,16,14,17,N/A,42,38,11,9,21
19/05/2015,24,21,N/A,N/A,23,20,26,16,19,20,N/A,55,42,12,9,29
20/05/2015,21,22,N/A,N/A,21,18,21,17,17,19,N/A,47,43,12,8,25
21/05/2015,21,18,N/A,N/A,16,19,20,17,15,14,N/A,54,45,8,8,21
22/05/2015,17,12,N/A,N/A,16,17,19,16,12,15,N/A,45,35,9,7,18
23/05/2015,21,12,N/A,N/A,18,21,25,16,15,17,N/A,78,38,7,8,23
24/05/2015,29,N/A,N/A,N/A,24,24,N/A,20,19,21,N/A,71,N/A,12,11,23
25/05/2015,26,N/A,N/A,N/A,28,26,N/A,17,21,24,N/A,65,N/A,12,9,30
26/05/2015,N/A,25,N/A,N/A,32,29,N/A,18,25,28,N/A,66,N/A,15,11,31
27/05/2015,31,31,27,N/A,29,30,N/A,19,26,30,N/A,47,N/A,15,12,34
28/05/2015,26,20,18,N/A,26,23,34,17,20,25,N/A,52,N/A,13,12,29
29/05/2015,25,21,20,N/A,25,24,27,17,19,20,N/A,51,N/A,13,11,33
30/05/2015,28,29,22,N/A,27,24,27,18,21,23,N/A,43,N/A,14,11,29
31/05/2015,26,20,21,N/A,26,26,27,17,20,23,N/A,53,N/A,13,11,27
01/06/2015,24,19,15,N/A,19,22,23,16,16,17,N/A,44,N/A,11,10,24
02/06/2015,27,30,21,N/A,25,N/A,30,19,23,30,N/A,55,N/A,14,12,31
03/06/2015,30,35,25,N/A,37,29,54,19,27,33,N/A,46,N/A,14,16,53
04/06/2015,21,12,N/A,N/A,29,23,36,16,18,21,N/A,52,42,11,15,32
05/06/2015,26,25,N/A,N/A,28,26,30,18,22,28,N/A,57,46,11,15,33
06/06/2015,29,25,N/A,N/A,24,26,34,18,20,23,N/A,48,47,13,13,30
07/06/2015,23,20,N/A,N/A,24,22,28,17,18,22,N/A,52,38,10,13,23
08/06/2015,21,N/A,N/A,N/A,21,25,32,19,19,28,N/A,49,46,13,14,43
09/06/2015,23,14,N/A,N/A,N/A,24,30,17,18,29,N/A,41,48,13,13,27
10/06/2015,22,15,21,N/A,25,11,31,16,21,31,N/A,42,44,13,14,32
11/06/2015,22,18,17,N/A,22,14,29,17,16,28,N/A,86,39,12,12,26
12/06/2015,23,20,18,N/A,22,10,32,17,17,29,N/A,54,40,12,13,31
13/06/2015,N/A,20,17,N/A,25,13,36,19,18,29,N/A,49,48,17,16,35
14/06/2015,N/A,19,19,N/A,22,N/A,29,17,18,28,N/A,39,44,12,14,33
15/06/2015,N/A,8,22,N/A,24,9,31,16,18,30,N/A,38,46,10,14,36
16/06/2015,N/A,18,20,N/A,22,13,37,17,19,27,N/A,51,46,11,14,30
17/06/2015,N/A,23,8,N/A,15,N/A,27,18,14,21,N/A,40,43,10,13,29
18/06/2015,N/A,30,21,N/A,26,N/A,25,17,17,28,N/A,52,52,12,13,32
19/06/2015,N/A,32,25,N/A,32,N/A,29,20,25,33,N/A,56,50,18,15,35
20/06/2015,N/A,34,33,N/A,25,N/A,29,19,21,31,N/A,56,52,17,22,33
21/06/2015,N/A,24,N/A,N/A,19,N/A,20,16,16,24,N/A,44,39,15,14,23
22/06/2015,N/A,37,N/A,N/A,25,N/A,30,19,25,34,N/A,58,48,18,15,31
23/06/2015,N/A,38,N/A,N/A,28,N/A,27,20,25,30,N/A,N/A,51,17,16,29
24/06/2015,N/A,30,N/A,N/A,24,N/A,27,18,21,30,N/A,N/A,46,15,13,27
25/06/2015,N/A,14,N/A,N/A,18,N/A,22,16,17,16,N/A,N/A,N/A,11,12,24
26/06/2015,N/A,17,N/A,N/A,21,N/A,28,17,18,21,N/A,N/A,N/A,11,12,29
27/06/2015,42,12,N/A,N/A,19,N/A,20,16,15,17,N/A,N/A,N/A,11,12,26
28/06/2015,41,13,N/A,N/A,21,N/A,24,18,16,17,N/A,N/A,N/A,10,13,29
29/06/2015,51,22,N/A,N/A,23,N/A,26,18,22,21,N/A,N/A,N/A,13,13,29
30/06/2015,57,31,N/A,N/A,22,N/A,27,20,23,24,N/A,N/A,N/A,16,13,29
01/07/2015,55,31,N/A,N/A,24,29,28,19,23,24,N/A,58,N/A,14,15,34
02/07/2015,51,35,N/A,N/A,27,25,32,20,28,31,N/A,63,N/A,16,14,34
03/07/2015,56,44,N/A,N/A,30,23,37,19,26,31,N/A,60,N/A,17,16,30
04/07/2015,65,49,33,N/A,36,37,43,22,38,37,N/A,74,N/A,N/A,16,39
05/07/2015,50,20,17,N/A,24,23,23,17,21,21,N/A,51,N/A,13,17,21
06/07/2015,46,25,32,N/A,28,28,38,20,26,26,N/A,58,N/A,14,15,35
07/07/2015,56,42,41,N/A,46,41,51,22,41,43,N/A,77,N/A,22,18,48
08/07/2015,76,67,N/A,N/A,54,48,67,27,49,50,N/A,88,N/A,27,21,56
09/07/2015,81,74,N/A,N/A,57,50,67,27,57,57,N/A,85,N/A,31,23,59
10/07/2015,71,58,N/A,N/A,51,50,58,24,48,51,N/A,79,N/A,25,23,54
11/07/2015,60,41,N/A,N/A,42,40,45,21,39,39,N/A,73,N/A,19,20,42
12/07/2015,43,19,N/A,N/A,N/A,19,23,17,17,18,N/A,49,N/A,12,N/A,29
13/07/2015,51,31,N/A,N/A,N/A,27,35,18,26,29,N/A,55,N/A,15,N/A,33
14/07/2015,53,32,N/A,N/A,33,33,44,20,34,33,N/A,65,N/A,17,N/A,N/A
15/07/2015,38,24,N/A,N/A,24,26,N/A,17,21,24,N/A,60,N/A,14,N/A,N/A
16/07/2015,38,13,N/A,N/A,18,19,N/A,16,15,16,N/A,45,N/A,10,N/A,N/A
17/07/2015,32,12,24,N/A,18,N/A,N/A,17,18,19,N/A,47,N/A,11,N/A,N/A
18/07/2015,33,13,23,N/A,18,N/A,N/A,16,15,17,N/A,45,N/A,10,N/A,28
19/07/2015,31,13,21,N/A,17,N/A,N/A,16,16,15,N/A,43,N/A,9,N/A,23
20/07/2015,21,15,20,N/A,18,N/A,N/A,16,17,17,N/A,42,N/A,11,N/A,24
21/07/2015,26,11,19,N/A,20,N/A,N/A,16,14,15,N/A,42,N/A,9,N/A,27
22/07/2015,36,17,25,N/A,26,N/A,N/A,22,19,19,N/A,52,N/A,12,N/A,30
23/07/2015,37,14,16,N/A,24,N/A,N/A,17,16,17,N/A,42,N/A,10,N/A,28
24/07/2015,44,27,28,N/A,29,N/A,N/A,18,21,28,N/A,54,N/A,12,N/A,33
25/07/2015,51,33,33,N/A,36,N/A,30,20,27,29,N/A,52,N/A,17,N/A,38
26/07/2015,47,26,33,N/A,32,N/A,31,20,27,32,N/A,45,N/A,15,N/A,41
27/07/2015,43,31,37,N/A,37,N/A,43,21,28,34,N/A,51,N/A,16,N/A,35
28/07/2015,30,17,24,N/A,37,N/A,27,17,22,30,N/A,56,N/A,13,N/A,30
29/07/2015,N/A,24,26,N/A,28,N/A,35,20,22,20,N/A,48,N/A,14,N/A,40
30/07/2015,33,18,24,N/A,24,23,32,19,23,22,N/A,45,N/A,14,N/A,38
31/07/2015,25,12,23,N/A,27,22,26,16,19,22,N/A,40,N/A,12,N/A,30
01/08/2015,29,16,29,N/A,27,23,22,18,17,20,N/A,40,N/A,12,N/A,29
02/08/2015,25,18,23,N/A,23,23,24,18,17,17,N/A,46,N/A,13,N/A,26
03/08/2015,33,16,30,N/A,28,30,36,18,21,25,N/A,45,N/A,13,N/A,40
04/08/2015,35,27,32,N/A,30,23,22,18,18,27,N/A,59,N/A,14,N/A,25
05/08/2015,38,22,33,N/A,22,19,17,18,17,22,N/A,49,N/A,12,N/A,28
06/08/2015,38,15,25,N/A,18,27,18,17,14,17,N/A,42,N/A,9,N/A,23
07/08/2015,45,26,34,N/A,23,26,26,19,22,25,N/A,53,N/A,14,N/A,29
08/08/2015,43,29,36,N/A,18,22,19,18,17,23,N/A,52,N/A,12,N/A,26
09/08/2015,43,27,32,N/A,17,25,20,17,19,22,N/A,54,N/A,12,N/A,29
10/08/2015,47,25,36,N/A,22,31,26,18,22,25,N/A,60,N/A,13,N/A,36
11/08/2015,44,29,35,N/A,20,27,23,18,22,26,N/A,55,N/A,14,N/A,35
12/08/2015,43,34,29,N/A,23,31,27,19,25,26,N/A,53,N/A,16,N/A,38
13/08/2015,41,28,32,N/A,27,28,33,19,24,34,N/A,48,N/A,15,N/A,38
14/08/2015,40,20,32,N/A,28,27,30,17,20,32,N/A,51,N/A,12,N/A,31
15/08/2015,41,22,21,N/A,23,24,27,18,21,22,N/A,51,N/A,13,N/A,34
16/08/2015,43,25,27,N/A,31,30,26,18,21,32,N/A,49,N/A,13,N/A,34
17/08/2015,46,27,27,N/A,22,20,22,19,19,32,N/A,54,N/A,15,N/A,30
18/08/2015,46,35,27,N/A,23,20,21,18,19,28,N/A,58,N/A,14,N/A,30
19/08/2015,40,26,24,N/A,19,20,15,18,17,23,N/A,50,N/A,12,N/A,27
20/08/2015,41,21,27,N/A,21,22,19,17,17,23,N/A,50,N/A,12,N/A,31
21/08/2015,38,21,25,N/A,17,15,13,17,14,21,N/A,50,N/A,11,N/A,26
22/08/2015,N/A,19,25,N/A,14,16,10,17,13,20,N/A,44,N/A,11,N/A,21
23/08/2015,30,24,26,N/A,15,18,13,17,14,25,N/A,49,N/A,11,N/A,22
24/08/2015,34,23,28,N/A,15,19,15,18,16,25,N/A,48,N/A,9,N/A,25
25/08/2015,34,17,22,N/A,16,18,15,17,18,23,N/A,45,N/A,12,N/A,21
26/08/2015,40,19,23,N/A,15,18,12,18,18,18,N/A,48,N/A,12,N/A,25
27/08/2015,27,12,30,N/A,17,22,18,18,16,18,N/A,44,N/A,11,N/A,28
28/08/2015,16,29,34,N/A,19,21,20,18,20,25,N/A,59,N/A,15,N/A,36
29/08/2015,17,25,31,N/A,17,25,18,18,17,22,N/A,49,N/A,12,N/A,27
30/08/2015,21,18,26,N/A,14,20,14,18,15,25,N/A,48,N/A,11,N/A,24
31/08/2015,22,22,28,N/A,15,21,18,18,17,24,N/A,51,N/A,11,N/A,31
01/09/2015,15,20,29,N/A,14,24,17,17,19,19,N/A,48,N/A,13,N/A,25
02/09/2015,20,14,25,N/A,14,20,13,16,16,18,N/A,52,N/A,11,N/A,25
03/09/2015,30,19,26,N/A,18,20,28,18,19,21,N/A,47,N/A,13,N/A,36
04/09/2015,31,26,28,N/A,24,26,36,19,23,25,N/A,N/A,N/A,14,N/A,46
05/09/2015,26,31,27,N/A,23,25,21,19,21,24,N/A,N/A,N/A,12,N/A,31
06/09/2015,20,17,22,N/A,16,19,15,17,15,19,N/A,N/A,N/A,12,N/A,26
07/09/2015,20,21,22,N/A,12,20,12,17,14,15,N/A,N/A,N/A,13,N/A,23
08/09/2015,19,30,21,N/A,13,12,12,18,13,16,N/A,N/A,N/A,13,N/A,22
09/09/2015,20,19,24,N/A,14,20,15,18,14,16,N/A,46,N/A,11,N/A,31
10/09/2015,25,22,28,N/A,21,22,34,19,21,25,N/A,48,N/A,15,N/A,51
11/09/2015,27,23,29,N/A,23,20,34,20,23,25,N/A,47,N/A,14,N/A,37
12/09/2015,33,37,34,N/A,23,26,28,21,21,24,N/A,52,N/A,17,N/A,35
13/09/2015,24,24,28,N/A,20,19,20,17,18,22,N/A,48,N/A,16,N/A,29
14/09/2015,17,27,22,N/A,13,16,15,17,14,21,N/A,47,N/A,11,N/A,32
15/09/2015,24,43,29,N/A,19,21,22,19,19,24,N/A,59,N/A,16,N/A,38
16/09/2015,16,30,22,N/A,14,13,15,17,13,15,N/A,49,N/A,11,N/A,33
17/09/2015,20,24,25,N/A,15,16,21,17,15,16,N/A,46,N/A,12,N/A,39
18/09/2015,24,13,26,N/A,20,22,30,17,20,21,N/A,43,N/A,13,N/A,37
19/09/2015,43,41,46,N/A,26,33,39,22,31,35,N/A,52,N/A,18,N/A,56
20/09/2015,74,188,84,N/A,63,56,64,28,62,72,N/A,95,N/A,32,N/A,82
21/09/2015,78,149,67,N/A,59,55,61,27,55,65,N/A,85,N/A,31,N/A,73
22/09/2015,N/A,73,37,N/A,31,31,35,20,31,39,N/A,59,N/A,20,N/A,36
23/09/2015,N/A,35,29,N/A,20,28,35,20,22,30,N/A,45,N/A,15,N/A,32
24/09/2015,N/A,33,29,N/A,21,18,21,18,16,29,N/A,54,N/A,14,N/A,28
25/09/2015,N/A,36,31,N/A,17,23,15,18,19,27,N/A,53,N/A,15,N/A,31
26/09/2015,N/A,30,26,N/A,16,19,17,17,15,28,N/A,48,N/A,13,N/A,33
27/09/2015,N/A,18,29,N/A,22,22,24,17,18,30,N/A,49,N/A,15,N/A,37
28/09/2015,N/A,31,31,N/A,21,23,33,18,21,29,N/A,54,N/A,16,N/A,41
29/09/2015,N/A,23,39,N/A,25,25,29,18,23,33,N/A,53,N/A,15,N/A,43
30/09/2015,N/A,38,29,N/A,29,34,50,21,33,41,N/A,57,N/A,22,N/A,51
01/10/2015,N/A,42,35,N/A,23,27,43,20,44,31,N/A,51,N/A,16,N/A,51
02/10/2015,35,53,37,N/A,27,28,38,21,39,28,N/A,59,N/A,18,N/A,61
03/10/2015,31,26,28,N/A,26,N/A,39,18,38,33,N/A,53,N/A,19,N/A,56
04/10/2015,24,29,27,N/A,22,N/A,27,18,38,30,N/A,48,N/A,14,N/A,41
05/10/2015,17,13,22,N/A,19,N/A,28,16,28,25,N/A,40,N/A,14,N/A,43
06/10/2015,21,19,26,N/A,21,N/A,41,17,40,23,N/A,48,N/A,14,N/A,54
07/10/2015,26,31,30,N/A,25,N/A,38,20,33,34,N/A,55,N/A,19,N/A,53
08/10/2015,19,30,30,N/A,23,19,23,17,26,29,N/A,56,N/A,16,N/A,49
09/10/2015,25,22,28,N/A,25,23,35,19,28,27,N/A,55,N/A,16,N/A,45
10/10/2015,28,33,28,N/A,26,24,33,20,45,31,N/A,55,N/A,20,N/A,37
11/10/2015,20,24,27,N/A,22,28,29,18,24,30,N/A,48,N/A,13,N/A,49
12/10/2015,20,31,23,N/A,20,17,24,18,28,26,N/A,41,N/A,14,N/A,31
13/10/2015,27,48,34,N/A,25,25,32,19,32,30,N/A,47,N/A,17,N/A,40
14/10/2015,29,52,36,N/A,29,31,31,20,36,34,N/A,54,N/A,19,N/A,45
15/10/2015,34,56,33,N/A,29,32,39,22,35,34,N/A,57,N/A,19,N/A,50
16/10/2015,44,80,35,N/A,32,36,49,26,50,37,N/A,65,N/A,23,N/A,62
17/10/2015,57,87,49,N/A,39,36,57,29,49,46,N/A,65,N/A,34,N/A,64
18/10/2015,44,50,43,N/A,36,44,55,23,59,40,N/A,61,N/A,22,N/A,61
