Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T
14/03/2018,46,43,45,n/a,n/a,41,n/a,62,52,46,47,n/a
15/03/2018,40,37,40,n/a,n/a,35,37,57,49,40,41,n/a
16/03/2018,43,37,43,n/a,n/a,34,39,53,46,37,43,n/a
17/03/2018,30,26,31,n/a,n/a,23,27,43,33,27,33,n/a
18/03/2018,30,19,25,n/a,n/a,16,22,38,27,21,24,n/a
19/03/2018,29,19,25,n/a,n/a,21,24,45,29,24,27,n/a
20/03/2018,38,29,33,n/a,n/a,32,30,53,42,35,35,n/a
21/03/2018,35,35,39,n/a,n/a,33,36,51,44,39,43,n/a
22/03/2018,52,48,42,n/a,n/a,41,42,57,57,52,48,n/a
23/03/2018,61,56,57,n/a,n/a,54,58,75,71,67,62,n/a
24/03/2018,61,68,69,n/a,n/a,n/a,67,89,77,73,72,n/a
25/03/2018,50,55,60,n/a,n/a,n/a,60,69,62,59,61,n/a
26/03/2018,47,48,51,n/a,n/a,n/a,56,71,61,52,54,n/a
27/03/2018,51,55,58,n/a,n/a,54,n/a,72,68,60,62,n/a
28/03/2018,43,43,49,n/a,n/a,42,n/a,73,54,47,51,n/a
29/03/2018,45,39,40,n/a,n/a,37,43,60,48,42,42,n/a
30/03/2018,49,44,49,n/a,n/a,46,52,65,54,45,51,n/a
31/03/2018,43,44,50,n/a,n/a,43,53,59,54,46,54,n/a
01/04/2018,60,54,58,n/a,n/a,51,63,69,69,59,66,n/a
02/04/2018,55,51,60,n/a,n/a,52,63,75,72,61,65,n/a
03/04/2018,54,n/a,54,n/a,n/a,49,60,88,73,58,60,n/a
04/04/2018,44,n/a,43,n/a,n/a,37,46,68,49,42,46,n/a
05/04/2018,48,n/a,48,n/a,n/a,44,53,82,59,50,53,n/a
06/04/2018,54,n/a,55,n/a,n/a,50,60,74,70,60,68,n/a
07/04/2018,28,n/a,23,n/a,n/a,22,30,32,34,28,37,n/a
08/04/2018,40,n/a,36,n/a,n/a,38,45,50,54,51,59,n/a
09/04/2018,70,n/a,66,n/a,n/a,64,75,107,89,85,80,n/a
10/04/2018,77,78,70,n/a,n/a,72,83,125,n/a,96,85,n/a
11/04/2018,43,42,44,n/a,n/a,39,48,61,51,42,48,n/a
12/04/2018,37,31,33,n/a,n/a,29,37,43,39,34,34,n/a
13/04/2018,33,25,29,n/a,n/a,25,31,33,32,28,29,n/a
14/04/2018,32,24,27,n/a,n/a,25,31,31,31,29,28,n/a
15/04/2018,29,23,27,n/a,n/a,24,31,26,31,27,29,n/a
16/04/2018,32,32,35,n/a,n/a,29,39,34,37,36,40,n/a
17/04/2018,24,24,25,n/a,n/a,22,28,35,31,26,31,n/a
18/04/2018,39,39,40,n/a,n/a,34,43,56,51,46,58,n/a
19/04/2018,30,24,30,n/a,n/a,25,36,53,36,31,34,n/a
20/04/2018,30,24,30,n/a,n/a,27,32,50,37,28,33,n/a
21/04/2018,31,28,31,n/a,n/a,26,34,48,36,30,34,n/a
22/04/2018,30,24,26,n/a,n/a,22,31,37,31,26,34,n/a
23/04/2018,37,35,38,n/a,n/a,37,44,58,50,43,45,n/a
24/04/2018,31,30,32,n/a,n/a,29,36,54,40,33,35,n/a
25/04/2018,41,39,38,n/a,n/a,40,45,61,55,44,45,n/a
26/04/2018,38,34,30,n/a,n/a,31,35,55,46,38,36,n/a
27/04/2018,34,33,29,n/a,n/a,33,32,48,44,38,42,n/a
28/04/2018,28,25,24,n/a,n/a,21,28,42,34,30,45,n/a
29/04/2018,33,32,34,n/a,n/a,26,36,45,43,35,54,n/a
30/04/2018,25,26,23,n/a,n/a,23,27,48,32,28,29,n/a
01/05/2018,21,17,n/a,n/a,n/a,15,19,28,22,19,20,n/a
02/05/2018,24,20,n/a,n/a,n/a,16,25,56,29,n/a,26,n/a
03/05/2018,28,29,28,n/a,n/a,25,31,53,39,32,39,n/a
04/05/2018,28,34,33,n/a,n/a,27,36,57,44,34,43,n/a
05/05/2018,26,20,27,n/a,n/a,22,29,38,32,27,37,n/a
06/05/2018,24,15,27,n/a,n/a,17,26,39,27,23,31,n/a
07/05/2018,n/a,28,28,n/a,n/a,22,31,56,37,32,32,n/a
08/05/2018,n/a,36,33,n/a,n/a,27,36,64,45,41,36,n/a
09/05/2018,n/a,24,28,n/a,n/a,27,31,53,38,33,37,n/a
10/05/2018,n/a,21,25,n/a,n/a,24,29,46,36,30,31,n/a
11/05/2018,35,32,25,n/a,n/a,24,34,51,42,35,48,n/a
12/05/2018,38,37,41,n/a,n/a,38,45,66,51,48,56,n/a
13/05/2018,34,35,37,n/a,n/a,32,40,49,42,33,51,n/a
14/05/2018,29,36,29,n/a,n/a,24,33,45,41,32,45,n/a
15/05/2018,35,34,38,n/a,n/a,34,42,50,53,41,48,n/a
16/05/2018,32,19,28,n/a,n/a,21,31,51,32,28,39,n/a
17/05/2018,24,17,22,n/a,n/a,19,26,n/a,29,22,26,n/a
18/05/2018,25,19,32,n/a,n/a,23,34,n/a,36,28,37,n/a
19/05/2018,28,25,26,n/a,n/a,26,31,n/a,n/a,31,37,n/a
20/05/2018,31,29,37,n/a,n/a,35,40,n/a,n/a,37,55,n/a
21/05/2018,30,32,33,n/a,n/a,34,41,n/a,45,35,43,n/a
22/05/2018,n/a,32,32,n/a,n/a,33,37,65,51,43,44,n/a
23/05/2018,n/a,32,29,n/a,n/a,29,35,55,46,45,35,n/a
24/05/2018,24,22,21,n/a,n/a,18,26,72,32,25,27,n/a
25/05/2018,28,20,22,n/a,n/a,19,27,53,32,28,27,n/a
26/05/2018,30,21,24,n/a,n/a,24,26,68,32,37,33,n/a
27/05/2018,28,21,21,n/a,n/a,25,28,43,37,30,31,n/a
28/05/2018,35,31,32,n/a,n/a,32,38,56,48,40,41,n/a
29/05/2018,24,19,19,n/a,n/a,18,23,48,37,26,26,n/a
30/05/2018,25,22,25,n/a,n/a,18,28,50,31,27,28,n/a
31/05/2018,34,26,32,n/a,n/a,28,37,52,46,37,40,n/a
01/06/2018,30,30,26,n/a,n/a,22,32,71,41,34,35,n/a
02/06/2018,26,27,24,n/a,n/a,20,29,61,42,32,35,n/a
03/06/2018,25,21,24,n/a,n/a,16,26,41,29,26,27,n/a
04/06/2018,25,23,22,n/a,n/a,17,25,46,31,27,26,n/a
05/06/2018,25,22,20,n/a,n/a,14,25,54,29,27,24,n/a
06/06/2018,30,30,24,n/a,n/a,22,29,78,36,35,30,n/a
07/06/2018,30,28,21,n/a,n/a,18,25,71,40,32,26,n/a
08/06/2018,24,25,19,n/a,n/a,14,23,72,37,26,23,n/a
09/06/2018,24,18,20,n/a,n/a,14,23,76,29,25,28,n/a
10/06/2018,28,18,23,n/a,n/a,17,26,61,33,26,29,n/a
11/06/2018,26,21,22,n/a,n/a,18,28,49,37,25,26,n/a
12/06/2018,24,18,19,n/a,n/a,16,26,44,33,23,24,n/a
13/06/2018,27,22,23,n/a,n/a,19,29,58,35,25,26,n/a
14/06/2018,29,25,22,n/a,n/a,22,27,57,38,29,26,n/a
15/06/2018,31,23,25,n/a,n/a,24,30,56,40,34,30,n/a
16/06/2018,34,30,29,n/a,n/a,23,31,67,43,37,34,n/a
17/06/2018,29,29,24,n/a,n/a,23,30,49,43,33,28,n/a
18/06/2018,35,27,31,n/a,n/a,31,36,64,41,40,34,n/a
19/06/2018,38,39,34,n/a,n/a,32,39,101,53,43,43,n/a
20/06/2018,29,22,20,56,n/a,21,27,56,35,26,28,n/a
21/06/2018,n/a,27,25,30,n/a,25,32,58,39,30,31,n/a
22/06/2018,n/a,41,39,40,n/a,39,48,77,55,49,51,n/a
23/06/2018,n/a,54,43,45,n/a,44,50,81,59,56,56,n/a
24/06/2018,n/a,37,34,n/a,n/a,31,39,57,45,41,42,n/a
25/06/2018,n/a,25,20,n/a,n/a,18,27,50,34,28,27,n/a
26/06/2018,n/a,23,26,n/a,n/a,24,30,61,38,34,33,n/a
27/06/2018,n/a,28,28,n/a,n/a,27,29,69,43,37,34,n/a
28/06/2018,26,25,28,27,n/a,24,30,48,43,32,36,n/a
29/06/2018,33,33,34,35,n/a,25,37,67,43,41,43,n/a
30/06/2018,28,21,25,30,n/a,22,27,61,31,33,34,n/a
01/07/2018,23,18,20,n/a,n/a,16,22,60,42,25,27,n/a
02/07/2018,23,18,19,n/a,n/a,15,21,78,40,29,26,n/a
03/07/2018,26,27,25,33,n/a,21,27,82,41,34,31,n/a
04/07/2018,23,26,16,n/a,n/a,16,20,77,42,26,25,n/a
05/07/2018,27,23,21,n/a,n/a,19,24,79,60,32,25,n/a
06/07/2018,29,25,19,n/a,n/a,22,25,59,50,31,28,n/a
07/07/2018,31,30,n/a,n/a,n/a,24,30,65,54,37,35,n/a
08/07/2018,43,40,n/a,n/a,n/a,40,43,71,57,52,50,n/a
09/07/2018,35,38,n/a,n/a,n/a,33,38,77,49,44,42,n/a
10/07/2018,37,47,21,n/a,n/a,n/a,40,120,60,45,43,n/a
11/07/2018,27,27,n/a,n/a,n/a,n/a,24,59,45,30,25,n/a
12/07/2018,33,29,19,n/a,n/a,18,24,58,44,32,30,n/a
13/07/2018,32,26,20,n/a,n/a,19,24,56,54,29,30,n/a
14/07/2018,40,34,22,n/a,n/a,27,32,82,78,48,38,n/a
15/07/2018,38,33,12,n/a,n/a,26,n/a,57,45,38,38,n/a
16/07/2018,40,40,20,n/a,n/a,28,n/a,74,58,46,39,n/a
17/07/2018,n/a,39,30,28,n/a,29,n/a,90,56,44,38,n/a
18/07/2018,n/a,26,18,24,n/a,20,24,49,41,31,27,n/a
19/07/2018,32,24,10,25,n/a,20,27,55,34,31,30,n/a
20/07/2018,39,29,17,46,n/a,29,35,68,43,38,38,n/a
21/07/2018,40,37,32,46,n/a,37,36,68,48,42,43,n/a
22/07/2018,38,33,30,43,n/a,30,32,60,44,41,38,n/a
23/07/2018,43,41,36,44,n/a,33,37,62,54,47,44,n/a
24/07/2018,44,53,37,n/a,n/a,34,41,75,69,54,46,n/a
25/07/2018,44,42,38,n/a,n/a,35,41,70,56,47,46,50
26/07/2018,n/a,35,34,n/a,n/a,29,38,67,54,41,44,48
27/07/2018,n/a,38,36,n/a,n/a,34,39,64,52,44,43,51
28/07/2018,n/a,30,28,n/a,n/a,28,31,51,40,35,34,48
29/07/2018,n/a,30,29,n/a,n/a,26,31,61,42,37,39,45
30/07/2018,n/a,30,32,n/a,n/a,28,30,107,50,41,41,44
31/07/2018,n/a,35,n/a,n/a,n/a,25,36,75,51,41,41,41
01/08/2018,36,36,n/a,34,n/a,24,29,64,47,37,33,37
02/08/2018,38,34,n/a,35,n/a,28,31,64,53,40,35,39
03/08/2018,37,34,n/a,34,n/a,25,30,61,49,38,32,40
04/08/2018,33,27,n/a,34,n/a,23,27,57,41,33,32,41
05/08/2018,34,22,n/a,35,n/a,23,26,43,56,29,30,36
06/08/2018,32,21,n/a,n/a,n/a,19,25,77,36,28,30,38
07/08/2018,40,31,n/a,n/a,n/a,30,36,77,46,39,42,45
08/08/2018,47,46,n/a,47,n/a,31,35,100,66,56,45,51
09/08/2018,38,35,n/a,n/a,n/a,25,31,63,47,50,34,34
10/08/2018,34,32,n/a,n/a,n/a,23,29,67,38,43,32,36
11/08/2018,30,20,n/a,n/a,n/a,18,23,59,40,34,25,31
12/08/2018,29,22,n/a,n/a,n/a,17,22,40,28,31,23,24
13/08/2018,37,27,n/a,n/a,n/a,27,31,47,37,43,33,35
14/08/2018,36,26,n/a,n/a,n/a,25,29,60,37,39,33,30
15/08/2018,36,25,n/a,n/a,n/a,21,26,70,42,38,29,32
16/08/2018,33,32,n/a,n/a,n/a,22,27,88,58,45,33,30
17/08/2018,32,29,n/a,n/a,n/a,18,23,67,42,37,25,32
18/08/2018,28,16,n/a,n/a,n/a,15,19,60,25,26,22,24
19/08/2018,26,13,n/a,n/a,n/a,13,18,42,36,24,23,25
20/08/2018,31,20,n/a,n/a,n/a,23,26,59,37,35,32,32
21/08/2018,48,41,n/a,n/a,n/a,41,46,95,63,61,56,64
22/08/2018,42,46,n/a,n/a,n/a,33,39,98,54,58,46,50
23/08/2018,44,44,n/a,n/a,n/a,36,43,79,55,63,48,48
24/08/2018,33,33,n/a,n/a,n/a,23,31,77,41,46,38,42
25/08/2018,30,23,n/a,n/a,n/a,18,21,73,30,37,26,46
26/08/2018,29,21,n/a,n/a,n/a,17,22,53,34,33,28,43
27/08/2018,28,25,n/a,n/a,n/a,16,23,72,33,40,28,39
28/08/2018,34,36,n/a,n/a,n/a,28,29,109,49,58,40,59
29/08/2018,39,44,n/a,n/a,n/a,33,34,89,63,65,48,55
30/08/2018,26,28,n/a,n/a,n/a,19,22,65,37,38,26,42
31/08/2018,27,30,n/a,n/a,n/a,18,22,84,37,42,29,29
01/09/2018,28,28,n/a,n/a,n/a,22,25,80,49,46,31,62
02/09/2018,27,30,n/a,n/a,n/a,20,28,58,46,41,41,63
03/09/2018,26,26,n/a,n/a,n/a,20,24,58,35,37,29,45
04/09/2018,22,22,n/a,n/a,n/a,14,18,76,30,30,22,n/a
05/09/2018,26,30,n/a,n/a,n/a,16,25,93,43,47,31,45
06/09/2018,34,38,n/a,n/a,n/a,25,30,101,51,n/a,38,61
07/09/2018,38,43,n/a,n/a,n/a,31,37,97,56,56,46,66
08/09/2018,41,43,n/a,n/a,n/a,33,38,78,59,61,47,66
09/09/2018,52,42,n/a,n/a,n/a,38,45,65,64,70,63,85
10/09/2018,56,44,n/a,n/a,n/a,41,45,89,70,74,56,83
11/09/2018,32,33,n/a,n/a,n/a,22,29,95,46,44,34,36
12/09/2018,33,35,n/a,n/a,n/a,25,30,90,46,51,37,n/a
13/09/2018,32,34,n/a,n/a,n/a,23,30,91,50,47,38,42
14/09/2018,28,25,n/a,n/a,n/a,19,24,80,38,37,31,55
15/09/2018,31,27,n/a,n/a,n/a,19,23,67,41,38,38,62
16/09/2018,30,27,n/a,n/a,n/a,19,26,52,41,36,43,69
17/09/2018,27,24,n/a,n/a,n/a,18,23,84,41,38,31,34
18/09/2018,20,16,n/a,n/a,n/a,15,19,52,28,27,24,41
19/09/2018,22,17,22,n/a,n/a,21,26,89,36,26,34,48
20/09/2018,34,41,31,n/a,n/a,27,n/a,58,57,51,56,80
21/09/2018,47,54,n/a,n/a,n/a,36,n/a,100,69,66,56,85
22/09/2018,41,33,29,n/a,n/a,27,n/a,68,48,56,27,62
23/09/2018,34,27,n/a,n/a,n/a,24,n/a,40,38,45,20,55
24/09/2018,38,32,29,n/a,n/a,28,n/a,73,53,51,31,71
25/09/2018,34,30,29,n/a,n/a,27,35,73,57,50,41,63
26/09/2018,27,25,21,n/a,n/a,17,28,68,43,36,30,32
27/09/2018,26,22,21,n/a,n/a,16,26,55,43,33,29,34
28/09/2018,30,31,26,n/a,n/a,23,35,73,52,46,39,45
29/09/2018,38,38,32,n/a,n/a,38,42,71,59,49,52,70
30/09/2018,29,23,16,n/a,n/a,15,21,62,37,39,27,44
01/10/2018,26,19,17,n/a,n/a,19,23,39,38,32,35,51
02/10/2018,32,32,n/a,n/a,n/a,27,34,56,49,49,51,62
03/10/2018,58,50,n/a,n/a,n/a,41,53,93,92,79,70,85
04/10/2018,58,38,n/a,n/a,n/a,46,45,78,77,81,60,85
05/10/2018,29,20,n/a,n/a,n/a,19,25,37,29,33,30,44
06/10/2018,36,31,n/a,n/a,n/a,25,34,57,42,55,38,64
07/10/2018,41,n/a,15,n/a,n/a,29,37,54,47,64,48,63
08/10/2018,45,n/a,31,n/a,n/a,35,42,88,57,72,49,67
09/10/2018,39,41,29,n/a,n/a,30,39,69,59,59,43,65
10/10/2018,48,49,37,n/a,n/a,41,47,73,59,82,57,77
11/10/2018,45,43,n/a,n/a,n/a,37,40,61,59,67,57,74
12/10/2018,34,32,n/a,n/a,n/a,29,31,57,39,54,38,61
13/10/2018,51,44,34,n/a,n/a,34,44,115,65,73,55,70
14/10/2018,53,45,30,n/a,n/a,34,42,80,61,73,46,75
15/10/2018,34,22,22,n/a,n/a,24,30,64,49,40,37,50
16/10/2018,30,20,21,n/a,n/a,20,27,69,37,33,32,40
17/10/2018,31,23,29,n/a,n/a,23,34,65,45,41,38,52
18/10/2018,39,40,n/a,n/a,n/a,32,37,67,58,56,42,63
19/10/2018,43,55,n/a,n/a,n/a,37,47,70,77,68,54,79
20/10/2018,37,46,n/a,n/a,n/a,32,43,77,54,47,57,82
21/10/2018,24,16,14,n/a,n/a,15,20,31,27,30,25,60
22/10/2018,27,24,24,n/a,n/a,24,32,58,38,36,37,56
23/10/2018,36,31,24,n/a,n/a,22,32,77,45,49,45,69
24/10/2018,37,34,30,n/a,n/a,29,37,74,52,52,46,81
25/10/2018,56,49,42,n/a,n/a,41,50,107,68,74,65,94
26/10/2018,44,44,35,n/a,n/a,36,44,62,53,59,60,79
27/10/2018,41,42,32,n/a,n/a,33,42,49,67,64,58,89
28/10/2018,32,29,27,n/a,n/a,26,33,38,40,42,50,68
29/10/2018,47,40,37,n/a,n/a,34,46,85,55,61,57,67
30/10/2018,44,41,34,n/a,n/a,39,43,48,46,54,59,60
31/10/2018,55,57,n/a,n/a,n/a,44,53,58,61,70,63,60
01/11/2018,62,63,n/a,n/a,n/a,54,59,61,66,85,75,69
02/11/2018,68,71,n/a,n/a,n/a,60,72,82,85,110,89,92
03/11/2018,77,76,68,n/a,n/a,66,75,100,101,125,98,107
04/11/2018,64,73,65,n/a,n/a,62,74,76,101,103,97,102
05/11/2018,68,75,65,n/a,n/a,61,73,82,89,99,89,96
06/11/2018,66,56,53,n/a,n/a,57,62,74,82,85,84,91
07/11/2018,51,49,42,n/a,n/a,44,51,63,66,65,69,71
08/11/2018,47,37,31,n/a,60,33,41,45,45,50,58,57
09/11/2018,51,31,27,n/a,56,32,40,46,41,46,64,63
10/11/2018,40,44,31,n/a,59,30,44,55,52,n/a,70,79
11/11/2018,41,45,33,n/a,57,33,n/a,56,54,n/a,63,65
12/11/2018,67,64,n/a,n/a,81,44,n/a,93,75,n/a,72,76
13/11/2018,66,82,n/a,n/a,92,60,n/a,107,90,99,86,96
14/11/2018,65,79,54,n/a,107,51,n/a,123,84,91,86,94
15/11/2018,70,62,50,n/a,136,63,n/a,114,92,90,75,103
16/11/2018,42,38,34,n/a,96,30,n/a,72,52,50,50,60
17/11/2018,38,40,32,n/a,72,29,n/a,61,52,47,51,58
18/11/2018,49,46,43,n/a,93,40,n/a,57,106,68,67,82
19/11/2018,55,55,46,n/a,101,50,n/a,105,89,83,81,82
20/11/2018,58,50,33,n/a,104,40,n/a,103,73,82,54,76
21/11/2018,65,53,40,n/a,109,46,n/a,110,69,86,95,74
22/11/2018,61,57,47,n/a,103,48,n/a,110,63,78,107,64
23/11/2018,52,41,38,n/a,96,40,n/a,68,60,73,74,78
24/11/2018,47,52,39,n/a,97,35,n/a,67,80,67,77,72
25/11/2018,57,58,49,n/a,85,52,n/a,68,72,85,178,84
26/11/2018,57,57,46,n/a,91,50,n/a,66,73,87,144,73
27/11/2018,54,48,37,n/a,99,45,n/a,59,60,70,86,68
28/11/2018,44,37,27,n/a,77,33,n/a,39,48,59,92,52
29/11/2018,58,53,40,n/a,100,46,n/a,71,65,85,94,73
30/11/2018,69,65,59,n/a,107,59,n/a,83,82,102,105,90
01/12/2018,74,67,55,n/a,n/a,55,n/a,97,94,101,96,90
02/12/2018,68,63,49,n/a,n/a,50,n/a,98,79,89,77,87
03/12/2018,63,51,39,n/a,n/a,44,n/a,94,67,69,74,73
04/12/2018,72,63,57,n/a,n/a,58,n/a,74,97,83,109,87
05/12/2018,56,57,45,n/a,n/a,44,n/a,71,59,64,65,72
06/12/2018,57,51,44,n/a,n/a,42,n/a,67,61,64,64,69
07/12/2018,72,63,53,n/a,n/a,53,n/a,97,72,82,84,84
08/12/2018,38,35,29,n/a,n/a,32,35,38,47,55,48,61
09/12/2018,49,40,33,n/a,n/a,39,43,45,53,66,63,69
10/12/2018,48,51,45,n/a,n/a,41,54,62,70,70,75,78
11/12/2018,57,53,47,n/a,n/a,49,53,71,78,80,75,81
12/12/2018,50,42,29,n/a,n/a,42,45,43,51,62,71,64
13/12/2018,48,42,n/a,n/a,n/a,35,44,49,52,67,60,59
14/12/2018,52,45,43,n/a,n/a,47,52,56,65,78,73,71
15/12/2018,55,52,47,n/a,n/a,47,54,60,80,83,77,72
16/12/2018,50,44,42,n/a,n/a,43,46,49,64,69,75,62
17/12/2018,49,47,36,n/a,n/a,37,n/a,46,50,59,69,58
18/12/2018,52,51,45,n/a,n/a,44,n/a,56,54,70,72,62
19/12/2018,87,77,62,n/a,n/a,60,72,108,80,118,86,95
20/12/2018,117,113,89,n/a,n/a,88,105,159,135,168,120,141
21/12/2018,99,100,97,n/a,n/a,81,106,126,113,125,123,138
22/12/2018,77,94,75,n/a,n/a,69,82,92,95,101,101,94
23/12/2018,75,80,72,n/a,n/a,65,83,78,83,89,93,90
24/12/2018,n/a,68,59,n/a,n/a,61,70,74,78,97,91,91
25/12/2018,n/a,103,72,n/a,n/a,60,83,96,96,79,102,108
26/12/2018,93,109,85,n/a,n/a,73,99,107,109,99,119,121
27/12/2018,96,100,84,n/a,n/a,76,94,117,110,99,110,117
28/12/2018,93,102,87,n/a,n/a,81,96,115,103,105,104,123
29/12/2018,48,39,31,n/a,n/a,35,39,46,46,43,43,66
30/12/2018,38,31,29,n/a,n/a,31,37,37,49,39,49,55
31/12/2018,39,36,32,n/a,n/a,29,41,34,45,39,46,52
,,,,,,,,,,,,
,,,,,,,,,,,,
