Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T
09/03/2020,31,32,37,36,35,34,35,41,44,35,38,44
10/03/2020,32,25,29,29,37,29,31,40,37,27,28,42
11/03/2020,32,29,33,32,37,33,35,42,40,31,32,44
12/03/2020,26,22,25,26,24,25,27,34,32,23,25,39
13/03/2020,21,19,19,22,22,20,21,26,26,18,19,33
14/03/2020,18,15,15,18,24,17,20,22,21,15,17,30
15/03/2020,23,20,22,20,26,18,21,23,26,20,22,33
16/03/2020,34,32,34,32,30,33,32,43,40,32,38,53
17/03/2020,20,16,19,22,13,18,23,32,23,19,19,32
18/03/2020,20,17,18,21,15,21,21,28,23,18,18,33
19/03/2020,21,17,18,22,16,18,21,31,25,18,19,34
20/03/2020,21,16,17,18,16,20,21,29,23,16,18,30
21/03/2020,22,16,19,21,15,19,22,32,24,19,19,31
22/03/2020,19,14,14,17,12,17,21,24,20,15,16,27
23/03/2020,17,15,14,17,14,14,20,22,21,13,15,28
24/03/2020,13,12,13,15,12,17,17,28,19,13,14,27
25/03/2020,22,14,15,18,12,19,20,26,21,15,15,26
26/03/2020,15,11,11,15,11,12,17,24,17,11,14,27
27/03/2020,15,13,13,15,10,16,18,22,19,11,14,25
28/03/2020,23,19,18,22,18,22,26,30,26,20,23,33
29/03/2020,22,16,19,20,15,20,23,24,23,19,19,28
30/03/2020,21,18,18,20,14,22,22,31,24,18,19,30
31/03/2020,28,25,25,28,22,28,30,34,32,26,24,36
01/04/2020,19,15,17,19,15,20,22,28,23,16,19,28
02/04/2020,16,13,15,16,12,19,20,21,21,14,15,26
03/04/2020,14,12,13,14,12,13,18,23,17,11,13,22
04/04/2020,16,12,13,14,13,18,19,27,20,13,14,25
05/04/2020,16,13,14,15,11,17,20,18,23,13,15,24
06/04/2020,15,13,17,14,13,13,19,22,17,12,12,24
07/04/2020,20,11,16,17,19,20,19,31,22,15,14,25
08/04/2020,16,11,15,14,15,16,17,27,17,13,13,24
09/04/2020,16,14,16,15,16,13,21,27,19,14,14,26
10/04/2020,17,15,18,18,20,17,21,25,21,15,15,28
11/04/2020,17,21,20,20,15,19,28,25,20,14,23,28
12/04/2020,17,15,16,17,13,16,20,19,17,14,15,26
13/04/2020,29,24,21,23,24,28,27,24,27,24,27,n/a
14/04/2020,37,35,29,32,25,30,38,32,39,34,44,n/a
15/04/2020,33,29,24,28,24,28,31,34,33,29,31,44
16/04/2020,15,14,15,15,13,17,20,22,19,13,14,28
17/04/2020,14,11,12,13,10,11,16,22,16,12,13,26
18/04/2020,11,11,12,13,10,13,16,16,15,9,13,27
19/04/2020,14,9,11,11,10,14,14,16,13,11,12,23
20/04/2020,13,11,13,13,11,15,16,n/a,15,12,13,25
21/04/2020,13,9,11,13,12,12,15,24,15,10,12,21
22/04/2020,19,14,16,17,14,15,20,20,20,15,18,27
23/04/2020,19,16,18,18,16,20,20,20,20,16,18,26
24/04/2020,20,19,20,18,18,18,23,24,23,16,20,31
25/04/2020,24,22,22,20,16,23,25,26,25,22,27,34
26/04/2020,32,29,27,27,24,25,33,32,31,30,33,39
27/04/2020,38,37,31,34,31,32,37,44,36,35,37,45
28/04/2020,31,29,26,28,23,28,31,37,33,28,30,40
29/04/2020,36,30,27,31,27,32,35,35,36,31,36,50
30/04/2020,25,23,24,24,20,23,29,27,27,21,29,41
01/05/2020,18,15,17,16,13,17,23,24,19,15,16,31
02/05/2020,16,11,14,14,12,12,19,23,17,14,14,26
03/05/2020,14,10,13,13,11,13,16,21,14,11,12,24
04/05/2020,17,15,16,17,13,16,20,26,19,16,16,28
05/05/2020,20,17,17,19,18,16,21,30,23,19,19,29
06/05/2020,16,14,15,16,14,15,18,25,18,14,14,25
07/05/2020,13,10,13,13,15,15,17,24,15,10,n/a,23
08/05/2020,13,9,11,11,10,13,15,22,14,8,n/a,22
09/05/2020,10,6,11,8,10,8,11,15,10,6,6,17
10/05/2020,8,6,10,8,8,9,10,15,10,6,6,15
11/05/2020,14,10,14,11,n/a,11,16,19,14,10,11,20
12/05/2020,25,19,18,18,13,18,24,31,25,20,20,33
13/05/2020,14,10,14,15,13,13,18,25,16,10,13,24
14/05/2020,13,11,19,14,12,13,18,22,15,10,16,24
15/05/2020,11,9,15,11,13,13,15,21,14,9,12,24
16/05/2020,13,11,13,13,14,13,15,23,15,10,11,26
17/05/2020,13,10,12,11,14,14,14,21,14,11,12,22
18/05/2020,13,10,13,13,16,13,13,22,16,11,11,26
19/05/2020,11,9,12,11,10,9,12,23,12,9,8,20
20/05/2020,16,10,13,13,11,14,14,23,15,12,10,22
21/05/2020,17,13,16,15,15,12,16,26,18,14,13,25
22/05/2020,25,22,23,22,22,24,23,34,24,21,21,32
23/05/2020,26,23,28,23,26,19,26,35,25,23,22,37
24/05/2020,25,21,27,26,24,28,24,28,23,20,22,33
25/05/2020,22,20,23,23,23,16,n/a,34,23,20,22,36
26/05/2020,24,17,21,20,21,19,22,36,25,21,23,35
27/05/2020,12,9,16,13,13,13,15,19,14,9,12,22
28/05/2020,13,8,12,9,9,9,12,16,13,9,9,21
29/05/2020,12,13,16,15,16,13,15,23,16,10,14,26
30/05/2020,11,8,12,10,13,9,12,12,11,9,9,22
31/05/2020,12,11,11,9,10,9,11,19,15,9,9,n/a
01/06/2020,14,9,13,10,14,8,14,22,16,11,10,n/a
02/06/2020,11,6,11,9,10,8,12,21,12,8,8,19
03/06/2020,11,8,12,9,13,9,12,16,13,10,9,22
04/06/2020,11,9,16,12,14,12,15,18,15,9,12,21
05/06/2020,11,7,15,10,12,12,14,24,13,8,12,21
06/06/2020,7,5,14,9,11,7,12,17,11,5,8,21
07/06/2020,6,5,10,4,10,8,10,11,8,5,4,18
08/06/2020,8,4,10,9,11,9,11,19,11,10,6,19
09/06/2020,10,7,13,9,12,10,12,19,11,11,8,18
10/06/2020,10,7,11,7,9,11,11,22,10,11,7,18
11/06/2020,15,9,14,10,13,10,13,22,14,17,11,22
12/06/2020,12,10,12,8,10,9,11,21,12,12,8,18
13/06/2020,11,9,12,8,10,9,12,20,12,13,8,19
14/06/2020,12,9,13,10,10,12,13,18,14,14,9,21
15/06/2020,11,6,9,9,12,8,11,19,13,11,7,17
16/06/2020,11,8,9,9,9,11,11,21,11,13,8,20
17/06/2020,12,8,13,11,12,11,13,23,14,13,8,24
18/06/2020,15,12,17,12,15,13,16,24,18,17,13,24
19/06/2020,14,10,13,12,17,10,14,22,16,16,10,25
20/06/2020,13,10,14,10,12,11,13,19,15,15,10,22
21/06/2020,12,10,13,11,12,11,13,16,14,14,11,21
22/06/2020,15,11,15,14,16,12,15,22,17,17,13,21
23/06/2020,15,11,14,14,15,13,14,20,18,18,12,21
24/06/2020,17,11,16,15,16,15,16,24,20,18,16,25
25/06/2020,10,10,14,13,12,11,14,20,15,15,13,21
26/06/2020,13,9,11,11,13,11,12,20,13,14,9,21
27/06/2020,11,12,14,12,13,10,13,23,13,13,10,21
28/06/2020,11,9,12,9,11,9,13,14,13,13,9,22
29/06/2020,11,8,11,11,11,9,11,21,13,12,8,17
30/06/2020,14,10,12,10,10,13,12,21,12,16,10,19
01/07/2020,11,9,11,9,13,12,11,20,13,13,9,23
02/07/2020,11,9,13,10,9,9,13,23,12,14,8,14
03/07/2020,14,12,11,10,14,12,13,22,13,16,10,18
04/07/2020,16,14,n/a,13,16,13,16,22,16,19,14,23
05/07/2020,13,11,n/a,10,11,13,14,19,12,15,10,21
06/07/2020,12,9,14,9,13,12,13,19,12,12,9,22
07/07/2020,13,11,10,10,13,13,14,22,14,15,11,22
08/07/2020,12,7,9,10,12,14,13,21,12,12,9,22
09/07/2020,12,7,11,11,14,10,14,21,13,15,11,20
10/07/2020,14,11,10,10,11,12,13,22,13,14,n/a,23
11/07/2020,12,10,10,9,11,9,13,22,12,14,9,19
12/07/2020,14,8,10,10,11,13,12,20,13,15,9,21
13/07/2020,10,7,8,9,10,10,12,17,n/a,10,7,16
14/07/2020,12,11,14,10,10,13,13,22,n/a,15,10,21
15/07/2020,13,11,15,13,15,14,15,20,17,15,11,21
16/07/2020,13,12,13,10,13,12,13,22,16,14,10,21
17/07/2020,14,10,17,13,11,7,15,n/a,16,15,13,23
18/07/2020,16,13,16,13,15,13,16,20,20,16,18,22
19/07/2020,9,7,7,8,10,7,10,13,13,11,6,16
20/07/2020,19,11,15,14,15,12,15,23,21,21,14,22
21/07/2020,15,13,17,15,18,11,16,20,20,16,15,23
22/07/2020,18,14,17,16,16,16,16,23,24,19,18,24
23/07/2020,12,10,14,12,13,n/a,14,21,18,13,12,22
24/07/2020,14,10,11,11,15,11,13,22,20,17,12,22
25/07/2020,14,11,14,14,14,12,14,18,19,17,14,21
26/07/2020,15,8,9,11,12,11,12,19,18,15,11,21
27/07/2020,9,5,8,8,9,4,9,14,14,9,5,17
28/07/2020,14,6,8,8,11,6,10,17,15,13,8,17
29/07/2020,12,9,12,10,12,9,12,22,17,13,11,21
30/07/2020,11,9,12,8,9,9,10,22,16,13,6,18
31/07/2020,10,8,10,7,12,6,10,20,14,10,6,20
01/08/2020,11,10,9,8,8,5,10,20,14,11,6,18
02/08/2020,8,6,7,7,7,5,9,14,13,9,5,17
03/08/2020,8,6,8,9,9,4,9,18,13,8,4,13
04/08/2020,8,6,9,9,10,6,10,18,15,11,4,16
05/08/2020,11,9,9,11,10,7,11,22,18,13,9,20
06/08/2020,14,10,14,15,14,10,14,22,19,17,12,22
07/08/2020,17,12,n/a,16,13,12,15,22,20,19,13,22
08/08/2020,13,8,12,12,14,8,13,19,15,15,10,20
09/08/2020,9,4,10,12,10,5,10,15,12,10,5,19
10/08/2020,10,6,10,9,10,7,n/a,20,14,11,5,15
11/08/2020,11,8,10,11,10,6,n/a,20,15,11,6,19
12/08/2020,11,6,9,10,10,5,10,18,13,12,5,19
13/08/2020,13,10,12,12,13,7,13,21,18,15,10,18
14/08/2020,15,10,12,13,15,10,14,23,20,19,13,22
15/08/2020,17,13,16,15,16,11,17,19,21,20,16,23
16/08/2020,13,9,15,13,13,10,15,21,18,14,12,22
17/08/2020,16,13,18,15,16,12,18,20,22,19,15,22
18/08/2020,18,15,22,16,19,15,20,23,23,20,18,23
19/08/2020,17,14,16,15,16,12,18,23,20,20,16,23
20/08/2020,23,16,21,21,23,18,21,25,27,24,19,28
21/08/2020,15,14,n/a,13,14,13,15,25,21,18,14,24
22/08/2020,16,12,n/a,11,13,9,13,21,18,16,11,20
23/08/2020,13,9,12,9,12,9,13,18,17,16,12,19
24/08/2020,16,12,14,13,13,12,15,21,19,18,12,22
25/08/2020,15,12,11,13,15,11,15,21,20,18,14,20
26/08/2020,14,11,10,11,13,10,14,21,19,15,10,20
27/08/2020,12,10,9,11,10,8,14,22,18,14,12,20
28/08/2020,13,12,12,13,13,12,n/a,21,21,17,11,21
29/08/2020,17,13,11,15,15,12,n/a,21,20,17,14,22
30/08/2020,17,15,15,16,17,14,18,22,24,20,17,23
31/08/2020,19,10,11,12,14,8,15,20,18,15,11,19
01/09/2020,14,14,11,10,12,8,15,20,19,15,14,21
02/09/2020,23,20,22,17,21,13,23,29,27,23,19,34
03/09/2020,16,15,17,14,18,10,19,28,22,19,14,27
04/09/2020,15,12,12,13,15,12,14,21,19,16,13,20
05/09/2020,13,9,9,10,14,9,13,18,17,14,11,20
06/09/2020,10,7,7,9,11,5,10,17,15,12,8,18
07/09/2020,12,8,8,7,10,6,10,20,15,13,8,20
08/09/2020,14,8,11,11,12,8,14,23,18,15,10,20
09/09/2020,21,15,16,15,21,12,17,23,23,20,16,26
10/09/2020,n/a,10,13,14,16,11,18,26,19,17,14,25
11/09/2020,10,7,8,11,11,6,12,19,16,10,9,20
12/09/2020,12,5,8,10,12,6,11,19,15,11,8,21
13/09/2020,10,6,8,10,12,5,10,11,13,10,6,20
14/09/2020,9,8,10,12,12,8,14,18,17,11,8,20
15/09/2020,15,8,10,14,13,8,12,22,17,15,9,24
16/09/2020,13,11,14,12,12,6,14,17,14,13,11,21
17/09/2020,12,9,9,10,10,6,11,23,12,15,8,21
18/09/2020,16,10,10,14,12,8,16,22,14,17,11,22
19/09/2020,11,5,6,10,9,4,10,17,10,10,5,18
20/09/2020,10,6,6,11,11,3,10,14,8,10,5,19
21/09/2020,17,10,15,16,12,12,18,20,17,18,15,24
22/09/2020,21,17,15,14,19,13,21,25,24,25,18,27
23/09/2020,29,21,18,20,24,21,n/a,37,29,31,22,37
24/09/2020,14,11,9,11,10,5,n/a,24,14,14,9,25
25/09/2020,13,10,10,10,11,7,n/a,21,15,14,12,21
26/09/2020,11,8,7,7,12,7,n/a,20,13,13,n/a,18
27/09/2020,10,7,8,7,11,7,n/a,13,10,12,n/a,20
28/09/2020,15,11,9,11,14,8,n/a,21,16,15,n/a,21
29/09/2020,9,6,6,8,10,5,n/a,19,12,13,n/a,19
30/09/2020,15,14,10,10,13,8,14,22,18,18,11,22
01/10/2020,15,9,10,10,13,6,10,22,15,16,9,20
02/10/2020,15,12,7,10,14,8,11,21,15,15,11,23
03/10/2020,16,12,8,16,17,10,14,22,18,n/a,15,24
04/10/2020,13,7,7,12,12,7,11,15,14,n/a,12,20
05/10/2020,18,14,11,14,9,11,18,21,18,n/a,17,21
06/10/2020,20,18,13,17,21,13,20,25,23,n/a,22,25
07/10/2020,20,16,12,15,15,13,19,26,19,20,22,29
08/10/2020,14,10,8,11,13,9,15,14,17,15,16,19
09/10/2020,14,8,6,9,12,9,12,13,15,15,16,20
10/10/2020,16,13,9,12,12,11,15,20,18,16,17,19
11/10/2020,20,14,11,15,15,12,19,20,20,18,22,23
12/10/2020,28,24,17,22,25,19,26,38,29,27,30,39
13/10/2020,22,16,12,16,19,13,21,29,21,21,23,30
14/10/2020,22,15,12,18,17,14,18,31,23,22,20,29
15/10/2020,17,13,12,14,17,9,17,26,18,17,14,24
16/10/2020,15,13,9,13,16,8,14,20,17,15,15,21
17/10/2020,13,8,7,8,12,6,9,14,12,11,14,20
18/10/2020,11,8,11,8,11,6,9,11,12,12,15,18
19/10/2020,19,18,18,13,16,12,21,20,21,18,23,29
20/10/2020,17,15,15,13,17,11,17,20,19,17,22,28
21/10/2020,17,13,14,13,14,11,17,18,18,17,20,27
22/10/2020,23,16,n/a,20,20,14,23,24,22,23,27,31
23/10/2020,31,23,21,24,30,21,26,32,27,28,28,34
24/10/2020,35,27,29,30,32,26,n/a,37,31,33,31,35
25/10/2020,40,33,39,38,39,31,n/a,47,42,40,42,45
26/10/2020,46,41,40,38,45,34,n/a,53,47,47,43,53
27/10/2020,31,26,26,27,28,23,n/a,33,32,30,32,40
28/10/2020,30,24,26,24,25,18,n/a,34,29,29,29,35
29/10/2020,19,17,17,18,20,14,n/a,24,21,20,22,32
30/10/2020,18,11,10,17,16,11,11,18,19,17,15,28
31/10/2020,19,14,15,17,22,13,12,19,21,21,20,29
01/11/2020,17,12,17,15,16,11,14,16,18,17,25,25
02/11/2020,25,18,22,21,18,17,16,27,23,24,29,33
03/11/2020,n/a,19,18,21,23,18,14,25,22,22,23,27
04/11/2020,n/a,23,20,26,28,23,19,35,30,31,31,39
05/11/2020,27,21,20,22,26,21,18,35,27,27,27,36
06/11/2020,31,20,20,24,27,22,15,38,27,31,36,39
07/11/2020,22,18,16,18,24,15,12,21,20,19,24,28
08/11/2020,41,33,26,34,34,30,26,43,38,39,41,47
09/11/2020,36,29,26,32,33,28,23,35,32,34,39,39
10/11/2020,39,29,27,33,34,30,22,40,34,34,43,42
11/11/2020,33,26,27,27,31,25,20,29,32,29,36,33
12/11/2020,30,21,20,22,25,21,16,26,28,27,34,34
13/11/2020,40,27,27,31,33,29,22,42,35,35,38,39
14/11/2020,44,36,34,37,40,34,29,52,40,41,48,44
15/11/2020,54,43,37,42,49,43,32,65,48,50,51,52
16/11/2020,27,20,20,22,27,17,14,46,25,24,24,33
17/11/2020,34,28,24,26,30,22,17,60,31,34,33,37
18/11/2020,36,25,26,25,32,27,19,62,32,38,37,43
19/11/2020,48,32,31,33,34,31,24,77,42,46,41,52
20/11/2020,42,32,27,30,40,31,22,55,38,39,36,50
21/11/2020,25,23,22,23,30,18,18,36,29,25,30,45
22/11/2020,25,18,18,18,22,17,14,28,29,24,29,39
23/11/2020,37,26,24,26,29,21,22,41,36,35,38,54
24/11/2020,22,14,20,18,19,14,11,29,20,21,24,31
25/11/2020,24,17,20,20,21,16,11,28,20,22,25,33
26/11/2020,22,15,19,18,21,12,10,23,18,19,24,29
27/11/2020,17,12,16,14,16,9,7,18,16,15,21,24
28/11/2020,26,15,20,20,20,16,10,25,21,23,24,30
29/11/2020,24,16,20,20,21,16,14,24,21,21,23,27
30/11/2020,20,13,16,18,18,12,8,23,17,19,20,24
01/12/2020,21,12,19,18,19,12,9,18,20,19,25,25
02/12/2020,21,13,19,17,18,13,9,27,20,19,19,31
03/12/2020,21,13,18,16,20,15,10,24,n/a,18,19,24
04/12/2020,26,20,22,22,25,18,15,28,n/a,25,25,31
05/12/2020,28,20,n/a,25,26,20,n/a,27,26,25,30,30
06/12/2020,36,26,n/a,29,28,21,14,34,31,33,38,36
07/12/2020,38,30,n/a,33,33,28,19,46,35,38,41,41
08/12/2020,37,28,29,29,33,25,22,45,33,35,35,41
09/12/2020,40,33,31,30,34,27,25,40,36,37,41,41
10/12/2020,53,41,36,40,47,39,29,63,48,50,50,55
11/12/2020,61,44,40,49,48,50,37,65,52,57,56,66
12/12/2020,57,48,39,41,47,46,39,81,53,52,54,60
13/12/2020,60,46,42,43,49,44,41,79,50,58,56,72
14/12/2020,67,57,49,49,55,48,50,63,66,65,71,112
15/12/2020,79,44,43,46,52,55,43,83,58,67,61,91
16/12/2020,52,27,28,30,39,35,27,56,39,45,34,62
17/12/2020,42,18,23,21,26,20,23,75,25,40,22,58
18/12/2020,31,23,27,25,23,23,27,41,28,30,31,41
19/12/2020,24,17,23,19,24,17,22,26,23,22,25,30
20/12/2020,26,17,22,21,24,18,23,24,25,24,25,30
21/12/2020,27,22,24,22,27,19,26,37,28,26,32,30
22/12/2020,37,34,34,32,33,31,33,37,39,37,43,42
23/12/2020,47,39,40,39,40,37,37,49,48,47,50,53
24/12/2020,48,38,37,39,41,41,38,49,45,46,50,56
25/12/2020,42,31,34,37,38,36,34,47,37,39,42,48
26/12/2020,45,27,31,31,33,29,31,52,34,41,41,44
27/12/2020,41,32,28,29,31,28,31,48,35,40,35,52
28/12/2020,27,16,23,24,22,18,25,58,25,23,25,43
29/12/2020,36,24,28,29,27,25,29,45,31,31,33,45
30/12/2020,36,21,30,27,27,25,27,30,29,30,31,41
31/12/2020,23,17,22,20,19,17,22,20,21,21,20,22
