Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T
14/03/2019,n/a,13,15,20,n/a,16,20,29,25,19,20,26
15/03/2019,n/a,14,16,18,n/a,13,19,33,23,16,19,27
16/03/2019,n/a,25,24,29,n/a,23,28,41,37,31,29,43
17/03/2019,n/a,26,33,30,n/a,26,36,38,35,27,36,45
18/03/2019,n/a,27,30,34,n/a,29,34,47,37,33,34,43
19/03/2019,n/a,23,25,27,n/a,24,28,48,32,28,29,36
20/03/2019,n/a,20,22,26,n/a,20,27,46,29,25,27,34
21/03/2019,n/a,18,21,27,n/a,21,24,44,29,25,25,37
22/03/2019,n/a,22,27,27,n/a,27,28,50,34,31,30,42
23/03/2019,n/a,28,32,33,n/a,32,35,48,37,33,35,46
24/03/2019,n/a,26,28,30,n/a,24,30,37,31,26,30,35
25/03/2019,n/a,18,22,23,n/a,21,23,33,26,22,22,33
26/03/2019,n/a,15,18,19,n/a,15,23,30,24,20,22,29
27/03/2019,n/a,13,19,18,n/a,12,24,37,22,17,20,24
28/03/2019,n/a,14,16,20,n/a,17,24,36,24,22,20,27
29/03/2019,n/a,15,17,20,n/a,17,24,38,25,21,19,29
30/03/2019,n/a,15,19,21,n/a,16,25,38,23,21,19,30
31/03/2019,n/a,15,20,22,n/a,21,28,28,24,22,23,25
01/04/2019,n/a,14,19,20,n/a,18,24,33,24,22,19,29
02/04/2019,n/a,19,18,24,n/a,23,28,38,26,25,23,34
03/04/2019,n/a,13,16,n/a,n/a,16,22,51,25,19,18,28
04/04/2019,n/a,14,20,19,n/a,14,26,38,25,18,21,32
05/04/2019,n/a,11,n/a,16,n/a,12,20,36,19,15,15,25
06/04/2019,n/a,15,n/a,22,n/a,18,25,36,23,20,22,32
07/04/2019,n/a,11,n/a,16,n/a,12,19,32,19,16,17,24
08/04/2019,n/a,17,n/a,n/a,n/a,17,28,34,24,20,25,n/a
09/04/2019,n/a,10,n/a,n/a,n/a,10,18,35,19,16,15,24
10/04/2019,n/a,11,14,15,n/a,17,20,39,20,17,16,28
11/04/2019,n/a,12,17,17,n/a,13,20,35,20,16,16,28
12/04/2019,n/a,12,17,18,n/a,17,20,30,21,19,18,32
13/04/2019,n/a,12,13,16,n/a,14,18,20,19,18,19,28
14/04/2019,n/a,7,11,13,n/a,10,15,17,16,12,14,25
15/04/2019,n/a,8,8,10,n/a,10,14,17,14,11,14,25
16/04/2019,n/a,9,11,14,n/a,10,16,21,16,14,15,28
17/04/2019,n/a,9,10,13,n/a,11,15,26,16,14,13,25
18/04/2019,n/a,13,15,18,n/a,16,21,33,21,18,19,31
19/04/2019,n/a,17,18,19,n/a,16,22,38,22,21,21,31
20/04/2019,n/a,25,28,29,n/a,26,31,47,31,29,29,42
21/04/2019,n/a,30,25,28,n/a,30,32,45,33,32,30,49
22/04/2019,n/a,17,21,20,n/a,18,22,35,23,20,21,30
23/04/2019,n/a,15,17,20,n/a,16,24,30,24,19,26,31
24/04/2019,n/a,12,19,19,n/a,14,24,37,21,17,22,30
25/04/2019,n/a,15,19,20,n/a,18,24,43,25,22,25,30
26/04/2019,n/a,23,27,26,n/a,25,29,41,30,26,31,39
27/04/2019,n/a,16,23,25,n/a,22,29,40,27,23,28,34
28/04/2019,n/a,9,12,15,n/a,11,17,21,16,13,15,22
29/04/2019,n/a,6,13,14,n/a,8,14,28,16,11,11,17
30/04/2019,n/a,9,9,14,n/a,8,15,34,18,15,14,20
01/05/2019,n/a,7,10,12,n/a,7,14,21,14,12,13,20
02/05/2019,n/a,7,10,10,n/a,9,12,28,14,10,12,17
03/05/2019,n/a,9,11,14,n/a,n/a,16,n/a,17,14,15,22
04/05/2019,n/a,11,11,13,n/a,9,14,n/a,18,12,14,20
05/05/2019,n/a,11,12,14,n/a,12,15,n/a,22,12,17,22
06/05/2019,n/a,19,22,23,n/a,21,26,42,33,24,25,30
07/05/2019,n/a,27,28,29,n/a,27,32,45,35,29,31,32
08/05/2019,n/a,32,31,30,n/a,28,33,66,34,32,34,40
09/05/2019,n/a,30,30,32,n/a,32,34,50,38,33,35,41
10/05/2019,n/a,29,32,28,n/a,26,30,47,34,29,31,38
11/05/2019,n/a,27,27,27,n/a,23,32,41,33,28,32,38
12/05/2019,n/a,27,28,28,n/a,24,29,38,33,28,31,37
13/05/2019,n/a,26,19,20,n/a,16,26,39,27,23,25,33
14/05/2019,n/a,29,22,24,n/a,21,28,38,31,27,29,41
15/05/2019,n/a,33,32,30,n/a,30,37,48,35,35,36,45
16/05/2019,n/a,n/a,26,28,n/a,27,29,40,31,26,30,38
17/05/2019,n/a,22,27,25,n/a,23,27,37,29,27,27,33
18/05/2019,n/a,23,26,27,n/a,26,31,39,33,28,30,38
19/05/2019,n/a,20,23,23,n/a,22,26,31,29,25,26,34
20/05/2019,n/a,17,24,21,n/a,20,26,25,27,21,25,34
21/05/2019,n/a,16,20,20,n/a,20,24,33,27,20,24,31
22/05/2019,n/a,16,16,16,n/a,16,16,30,23,15,20,28
23/05/2019,n/a,16,18,17,n/a,12,21,36,24,18,22,28
24/05/2019,n/a,15,18,15,n/a,16,20,30,24,19,22,25
25/05/2019,n/a,18,20,20,n/a,20,20,38,26,20,23,28
26/05/2019,n/a,14,16,15,n/a,15,17,30,21,15,18,24
27/05/2019,n/a,9,11,14,n/a,13,15,31,18,13,15,22
28/05/2019,n/a,9,11,12,n/a,11,14,24,19,16,16,23
29/05/2019,n/a,5,7,12,n/a,11,11,19,15,10,13,22
30/05/2019,n/a,10,6,10,n/a,10,12,19,16,12,12,27
31/05/2019,n/a,11,11,15,n/a,15,14,28,21,15,15,26
01/06/2019,n/a,11,11,14,n/a,9,15,32,20,14,17,25
02/06/2019,n/a,8,13,10,n/a,8,16,18,15,12,13,21
03/06/2019,n/a,13,13,14,n/a,11,17,19,22,15,17,24
04/06/2019,n/a,12,13,14,n/a,16,18,25,21,15,19,24
05/06/2019,n/a,10,13,14,n/a,10,18,27,20,15,17,27
06/06/2019,n/a,16,16,18,n/a,17,22,31,24,20,23,32
07/06/2019,n/a,23,19,19,n/a,17,26,25,25,23,25,35
08/06/2019,n/a,10,12,14,n/a,12,n/a,23,18,13,19,32
09/06/2019,n/a,12,9,11,n/a,11,n/a,21,16,14,14,23
10/06/2019,n/a,8,8,10,n/a,7,n/a,25,14,12,11,16
11/06/2019,n/a,9,10,14,n/a,10,16,33,17,14,16,26
12/06/2019,n/a,8,9,11,n/a,8,13,26,13,11,12,16
13/06/2019,n/a,9,12,9,n/a,12,15,21,14,11,12,19
14/06/2019,n/a,8,7,10,n/a,10,11,24,13,10,15,18
15/06/2019,n/a,10,11,12,n/a,10,11,25,15,12,17,22
16/06/2019,n/a,11,11,15,n/a,12,10,22,17,16,20,30
17/06/2019,n/a,8,10,11,n/a,11,9,22,13,10,16,17
18/06/2019,n/a,8,7,10,n/a,6,9,22,12,10,14,22
19/06/2019,n/a,8,7,10,n/a,5,9,26,13,11,16,17
20/06/2019,n/a,15,13,14,n/a,12,14,34,18,16,21,28
21/06/2019,n/a,19,14,14,n/a,12,16,34,21,18,25,25
22/06/2019,n/a,17,15,16,n/a,15,17,21,19,17,24,29
23/06/2019,n/a,17,14,16,n/a,12,17,21,20,15,23,29
24/06/2019,n/a,14,12,12,n/a,10,14,20,16,11,20,24
25/06/2019,n/a,16,11,12,n/a,12,13,32,18,15,20,25
26/06/2019,n/a,11,8,9,n/a,9,12,34,14,12,16,20
27/06/2019,n/a,17,9,12,n/a,13,14,42,20,17,19,25
28/06/2019,n/a,16,14,16,n/a,13,18,46,18,17,21,20
29/06/2019,n/a,7,7,10,n/a,11,13,25,13,12,17,18
30/06/2019,n/a,9,9,13,n/a,8,14,20,14,11,16,25
01/07/2019,n/a,15,15,17,n/a,11,19,33,19,17,25,31
02/07/2019,n/a,24,17,21,n/a,16,22,34,26,28,29,35
03/07/2019,n/a,20,16,17,n/a,14,20,32,20,21,26,34
04/07/2019,n/a,20,15,16,n/a,14,20,33,21,19,24,28
05/07/2019,n/a,14,13,14,n/a,10,17,30,17,11,21,29
06/07/2019,n/a,21,19,21,n/a,9,25,32,22,19,31,35
07/07/2019,n/a,17,16,16,n/a,8,18,30,24,17,26,34
08/07/2019,n/a,16,14,15,n/a,12,15,35,18,15,24,21
09/07/2019,n/a,16,13,16,n/a,16,15,29,20,16,25,23
10/07/2019,n/a,20,17,18,n/a,12,16,36,23,20,27,26
11/07/2019,n/a,19,14,17,n/a,14,18,35,19,16,24,26
12/07/2019,n/a,16,14,14,n/a,11,15,31,20,15,24,24
13/07/2019,n/a,17,13,14,n/a,12,16,32,20,16,23,24
14/07/2019,n/a,12,13,13,n/a,10,13,22,17,12,19,22
15/07/2019,n/a,14,9,13,n/a,11,12,26,17,13,20,24
16/07/2019,n/a,14,9,12,n/a,8,12,24,18,13,21,24
17/07/2019,n/a,12,9,12,n/a,9,10,25,17,11,19,20
18/07/2019,n/a,13,9,11,n/a,5,12,28,15,11,17,20
19/07/2019,n/a,13,8,12,n/a,8,12,29,16,11,20,21
20/07/2019,n/a,12,11,12,n/a,13,14,24,17,13,22,28
21/07/2019,n/a,6,6,7,n/a,5,8,16,10,6,13,13
22/07/2019,n/a,12,n/a,11,n/a,8,12,22,14,10,19,22
23/07/2019,n/a,17,11,14,n/a,12,15,34,18,15,20,28
24/07/2019,n/a,22,16,16,n/a,12,20,n/a,23,17,26,24
25/07/2019,n/a,17,10,14,n/a,8,14,35,17,13,20,25
26/07/2019,n/a,16,17,15,n/a,16,21,37,21,16,26,30
27/07/2019,n/a,12,10,14,n/a,11,16,28,17,11,22,24
28/07/2019,n/a,9,14,11,n/a,10,15,21,17,11,20,23
29/07/2019,n/a,8,6,7,n/a,12,11,20,13,6,12,20
30/07/2019,n/a,9,8,10,n/a,14,13,21,15,10,16,18
31/07/2019,n/a,11,11,12,n/a,14,16,n/a,17,13,18,18
01/08/2019,n/a,11,10,13,n/a,11,14,30,16,11,20,17
02/08/2019,n/a,11,8,11,n/a,11,12,25,15,11,17,19
03/08/2019,n/a,10,8,12,n/a,11,13,23,14,10,17,19
04/08/2019,n/a,7,7,10,n/a,10,11,16,12,7,13,22
05/08/2019,n/a,6,7,11,n/a,9,13,26,14,8,14,16
06/08/2019,n/a,11,8,12,n/a,9,14,32,16,12,17,22
07/08/2019,n/a,15,9,13,n/a,8,15,38,16,14,18,17
08/08/2019,n/a,13,10,12,n/a,10,13,31,15,11,15,19
09/08/2019,n/a,14,11,13,n/a,13,16,39,19,13,18,20
10/08/2019,n/a,5,7,9,n/a,8,11,21,11,6,13,17
11/08/2019,n/a,4,7,9,n/a,8,13,15,12,6,12,15
12/08/2019,n/a,5,6,9,n/a,8,12,15,12,6,11,17
13/08/2019,n/a,8,11,11,n/a,11,16,27,15,9,18,21
14/08/2019,n/a,16,17,17,n/a,15,19,30,21,17,23,23
15/08/2019,n/a,12,14,14,n/a,18,19,30,18,14,22,28
16/08/2019,n/a,13,14,14,n/a,15,19,35,20,17,21,27
17/08/2019,n/a,6,7,12,n/a,12,13,25,14,9,10,19
18/08/2019,10,8,8,n/a,7,11,12,17,14,7,10,18
19/08/2019,11,12,11,n/a,11,18,15,27,16,12,10,19
20/08/2019,11,10,12,15,12,14,15,31,17,12,11,25
21/08/2019,7,6,10,11,8,14,10,29,14,8,7,20
22/08/2019,10,10,9,14,11,11,10,31,15,11,9,19
23/08/2019,7,9,9,12,13,11,12,29,18,11,11,26
24/08/2019,10,12,9,12,10,13,9,38,17,12,9,23
25/08/2019,7,8,9,10,6,12,8,22,13,9,7,21
26/08/2019,5,9,6,9,5,8,7,23,13,8,6,18
27/08/2019,8,14,8,11,9,12,9,33,16,11,8,17
28/08/2019,10,11,7,10,9,9,10,30,14,11,7,20
29/08/2019,8,10,7,11,8,10,10,27,14,10,8,19
30/08/2019,10,12,9,12,9,12,10,34,15,12,9,25
31/08/2019,6,5,6,8,7,11,8,24,10,7,5,19
01/09/2019,7,4,4,11,7,7,9,15,12,7,6,18
02/09/2019,7,12,10,13,9,10,12,29,16,11,10,22
03/09/2019,6,13,11,12,9,11,14,38,16,12,10,23
04/09/2019,10,14,13,15,11,11,14,38,18,13,11,20
05/09/2019,14,12,9,14,10,13,15,34,18,16,11,21
06/09/2019,14,16,16,18,15,10,19,30,23,18,14,25
07/09/2019,14,18,16,15,18,15,19,34,22,18,14,24
08/09/2019,11,13,10,13,11,13,16,26,18,12,11,23
09/09/2019,9,12,12,14,12,13,16,34,18,13,11,18
10/09/2019,13,13,12,15,14,11,13,33,18,14,11,19
11/09/2019,9,14,15,16,13,12,18,36,22,16,15,22
12/09/2019,9,13,13,14,12,13,14,33,20,15,13,26
13/09/2019,9,8,8,13,10,8,10,26,13,10,8,21
14/09/2019,6,11,10,14,11,11,14,23,17,11,11,24
15/09/2019,10,17,13,17,16,13,19,20,19,15,17,30
16/09/2019,11,13,12,16,14,14,18,19,21,15,16,29
17/09/2019,17,22,19,20,20,20,26,25,26,19,21,36
18/09/2019,16,18,16,19,16,16,20,22,22,17,19,30
19/09/2019,13,18,14,17,17,17,21,22,23,17,18,33
20/09/2019,17,21,14,21,20,19,27,21,29,21,24,50
21/09/2019,13,11,11,14,13,11,27,21,19,16,18,30
22/09/2019,19,18,16,23,19,16,24,29,24,22,20,32
23/09/2019,12,12,12,16,14,16,18,21,18,16,13,28
24/09/2019,26,20,22,19,24,18,30,26,26,22,24,30
25/09/2019,32,35,36,37,33,35,38,46,39,36,39,45
26/09/2019,27,36,30,31,32,32,36,45,40,40,34,46
27/09/2019,29,25,27,28,30,26,35,38,33,32,30,41
28/09/2019,33,38,39,36,38,38,45,48,46,47,41,46
29/09/2019,43,41,42,43,41,42,45,54,50,49,46,52
30/09/2019,58,61,61,64,59,59,73,79,69,69,69,83
01/10/2019,32,23,26,35,32,31,39,46,34,33,29,46
02/10/2019,20,15,18,21,22,21,23,30,24,20,20,38
03/10/2019,18,16,19,20,22,18,26,30,25,17,22,30
04/10/2019,21,22,24,25,24,22,28,29,28,23,25,35
05/10/2019,30,22,22,24,23,26,29,33,30,26,27,39
06/10/2019,25,23,19,21,20,22,28,25,25,28,24,36
07/10/2019,21,17,17,18,18,16,21,24,22,19,20,30
08/10/2019,17,16,13,16,17,16,18,25,23,21,20,28
09/10/2019,24,23,18,21,20,19,25,29,26,23,27,35
10/10/2019,31,35,28,31,29,29,33,39,36,34,32,45
11/10/2019,30,27,23,26,27,27,32,38,33,32,27,44
12/10/2019,25,22,23,26,24,18,28,33,28,25,24,34
13/10/2019,21,21,16,21,21,19,21,25,24,24,19,34
14/10/2019,16,15,15,17,13,13,17,23,18,16,15,26
15/10/2019,19,21,18,22,19,18,22,27,22,20,20,32
16/10/2019,19,22,18,19,19,15,21,23,19,19,19,25
17/10/2019,19,19,16,17,19,17,19,23,21,19,20,28
18/10/2019,20,19,17,19,19,20,23,27,21,20,20,28
19/10/2019,20,21,19,22,22,20,23,23,24,21,22,28
20/10/2019,22,23,22,23,23,22,24,26,23,22,21,29
21/10/2019,26,28,25,24,26,25,27,36,30,29,26,32
22/10/2019,47,52,47,46,45,43,51,58,54,55,50,58
23/10/2019,30,23,24,25,25,26,30,43,27,28,24,38
24/10/2019,22,20,20,23,21,20,22,34,24,21,20,33
25/10/2019,26,27,22,23,27,21,26,36,26,24,22,35
26/10/2019,27,27,26,24,26,26,26,35,28,26,27,n/a
27/10/2019,19,20,17,18,19,15,19,23,19,17,16,n/a
28/10/2019,21,21,18,20,17,15,20,28,23,21,19,30
29/10/2019,22,22,21,20,21,18,23,32,24,23,21,35
30/10/2019,21,20,20,20,20,20,20,30,22,20,20,29
31/10/2019,24,24,23,24,21,19,24,26,27,25,27,30
01/11/2019,15,15,14,13,12,13,17,15,17,13,17,23
02/11/2019,19,21,18,19,18,18,21,23,25,24,23,34
03/11/2019,26,31,22,26,22,21,25,31,30,28,24,42
04/11/2019,24,29,27,29,26,22,31,33,32,31,33,41
05/11/2019,40,44,41,42,39,39,41,55,45,48,44,58
06/11/2019,37,43,36,37,43,35,37,64,44,48,35,49
07/11/2019,37,42,40,41,40,37,41,57,41,43,42,53
08/11/2019,37,40,40,41,40,38,37,38,40,38,37,45
09/11/2019,36,40,39,41,40,37,40,43,42,40,38,48
10/11/2019,37,42,41,40,39,38,41,43,44,42,44,46
11/11/2019,41,51,53,46,48,43,48,53,54,51,53,57
12/11/2019,41,47,48,47,47,41,49,72,48,49,46,56
13/11/2019,34,35,34,34,36,33,36,38,37,36,35,46
14/11/2019,25,23,20,22,21,20,25,25,24,21,26,32
15/11/2019,27,25,23,24,25,23,25,34,29,31,23,32
16/11/2019,36,34,31,33,35,29,33,50,37,43,31,46
17/11/2019,n/a,34,36,36,32,31,38,41,37,35,36,49
18/11/2019,n/a,37,34,34,29,31,38,40,36,34,34,45
19/11/2019,31,30,29,32,33,27,31,35,33,29,30,43
20/11/2019,19,22,20,21,21,21,22,24,22,18,19,27
21/11/2019,24,24,25,24,25,20,24,23,25,22,24,32
22/11/2019,26,26,26,24,24,18,26,32,27,27,25,38
23/11/2019,30,33,n/a,29,27,23,31,44,31,35,30,37
24/11/2019,29,29,n/a,25,27,25,28,37,34,31,27,37
25/11/2019,29,29,n/a,31,27,30,31,40,33,35,35,41
26/11/2019,22,22,n/a,24,22,21,24,24,27,25,27,32
27/11/2019,26,21,19,22,22,22,28,31,25,26,29,34
28/11/2019,18,13,14,18,16,15,18,22,18,17,16,26
29/11/2019,19,17,15,19,18,18,20,21,21,19,21,24
30/11/2019,20,21,16,20,19,18,21,26,22,21,22,28
01/12/2019,20,21,16,19,23,18,20,29,22,24,22,28
02/12/2019,19,17,14,17,18,13,19,28,17,17,15,21
03/12/2019,22,23,19,23,23,19,23,24,27,24,25,26
04/12/2019,29,29,21,27,27,29,29,32,32,29,30,31
05/12/2019,31,31,24,30,30,28,31,30,33,32,32,33
06/12/2019,35,32,30,35,34,33,34,40,37,37,37,40
07/12/2019,32,30,26,30,30,27,31,30,32,33,35,37
08/12/2019,41,38,33,43,40,37,42,46,45,45,45,52
09/12/2019,42,38,30,41,38,36,44,48,46,48,45,49
10/12/2019,48,48,37,40,44,44,45,56,53,55,47,52
11/12/2019,68,50,39,54,48,51,56,76,52,73,60,59
12/12/2019,47,52,33,50,46,47,51,56,46,48,48,58
13/12/2019,51,49,33,44,45,43,47,58,46,54,46,52
14/12/2019,44,41,34,42,38,37,44,46,44,46,43,54
15/12/2019,47,40,34,45,39,39,43,47,46,50,44,52
16/12/2019,40,35,30,38,35,38,41,44,40,40,39,48
17/12/2019,36,33,28,34,31,34,36,39,39,37,41,47
18/12/2019,35,36,28,36,38,33,36,43,37,35,33,46
19/12/2019,42,40,29,37,38,32,41,45,40,42,38,47
20/12/2019,42,38,29,36,34,34,42,45,40,42,37,50
21/12/2019,38,37,28,34,36,30,37,44,39,38,35,49
22/12/2019,32,32,25,30,29,29,31,34,32,31,30,48
23/12/2019,30,27,25,28,27,25,30,35,31,28,27,37
24/12/2019,30,28,25,28,27,27,32,38,34,29,30,45
25/12/2019,30,27,25,33,30,31,33,36,35,30,32,46
26/12/2019,30,25,22,30,26,26,31,42,30,29,28,41
27/12/2019,36,36,29,38,34,33,35,45,37,35,37,49
28/12/2019,36,37,30,35,33,33,37,38,36,35,33,40
29/12/2019,41,40,32,39,37,36,41,40,43,43,39,44
30/12/2019,37,39,32,37,38,35,38,39,39,40,37,42
31/12/2019,41,33,32,40,29,36,41,39,36,40,43,45
